time,enrolled,available,waitlisted,total
2022-05-18T04:39:44,0,599940,0,599940
2022-05-18T04:49:54,0,599940,0,599940
2022-05-18T05:00:04,0,599940,0,599940
2022-05-18T05:10:15,0,599940,0,599940
2022-05-18T05:20:25,0,599940,0,599940
2022-05-18T05:30:37,0,599940,0,599940
2022-05-18T05:40:46,0,599940,0,599940
2022-05-18T05:50:56,0,599940,0,599940
2022-05-18T06:01:07,0,599940,0,599940
2022-05-18T06:11:19,0,599940,0,599940
2022-05-18T06:21:27,0,599940,0,599940
2022-05-18T06:31:36,0,599940,0,599940
2022-05-18T06:41:43,0,599940,0,599940
2022-05-18T06:51:51,0,599940,0,599940
2022-05-18T07:01:58,0,599940,0,599940
2022-05-18T07:12:08,0,599940,0,599940
2022-05-18T07:22:15,0,599940,0,599940
2022-05-18T07:32:23,0,599940,0,599940
2022-05-18T07:42:31,0,599940,0,599940
2022-05-18T07:52:39,0,599940,0,599940
2022-05-18T08:02:47,0,599940,0,599940
2022-05-18T08:12:55,0,599940,0,599940
2022-05-18T08:23:03,0,599940,0,599940
2022-05-18T08:33:12,0,599940,0,599940
2022-05-18T08:43:22,0,599940,0,599940
2022-05-18T08:53:31,0,599940,0,599940
2022-05-18T09:03:40,0,599940,0,599940
2022-05-18T09:14:01,0,599940,0,599940
2022-05-18T09:24:10,0,599940,0,599940
2022-05-18T09:34:19,0,599940,0,599940
2022-05-18T09:44:28,0,599940,0,599940
2022-05-18T09:54:37,0,599940,0,599940
2022-05-18T10:04:50,0,599940,0,599940
2022-05-18T10:15:01,0,599940,0,599940
2022-05-18T10:25:12,0,599940,0,599940
2022-05-18T10:35:22,0,599940,0,599940
2022-05-18T10:45:44,0,599940,0,599940
2022-05-18T10:55:54,0,599940,0,599940
2022-05-18T11:06:05,0,599940,0,599940
2022-05-18T11:16:14,0,599940,0,599940
2022-05-18T11:26:23,0,599940,0,599940
2022-05-18T11:36:32,0,599940,0,599940
2022-05-18T11:46:41,0,599940,0,599940
2022-05-18T11:57:00,0,599940,0,599940
2022-05-18T12:07:08,0,599940,0,599940
2022-05-18T12:17:17,0,599940,0,599940
2022-05-18T12:27:27,0,599940,0,599940
2022-05-18T12:37:37,0,599940,0,599940
2022-05-18T12:47:47,0,599940,0,599940
2022-05-18T12:57:58,0,599940,0,599940
2022-05-18T13:08:08,0,599940,0,599940
2022-05-18T13:18:29,0,599940,0,599940
2022-05-18T13:28:38,0,599940,0,599940
2022-05-18T13:38:50,0,599940,0,599940
2022-05-18T13:49:00,0,599940,0,599940
2022-05-18T13:59:11,0,599940,0,599940
2022-05-18T14:09:22,0,599940,0,599940
