time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1650626714293,COGS 2,A01,083966,Boyle; Mary E. T.,0,1,30,30
1650626720331,COGS 9,A01,083968,Staff,0,9,60,60
1650626726377,COGS 14B,A01,083970,Staff,7,0,65,58
1650626732433,COGS 17,A01,092679,Staff,32,0,75,43
1650626738466,COGS 100,A01,083972,Staff,0,27,60,60
1650626750552,COGS 101C,A01,083976,Staff,3,0,30,27
1650626756599,COGS 102A,A01,083978,Johnson; Christine M.,0,5,30,30
1650626762645,COGS 107B,A01,083980,Staff,0,18,50,50
1650626768681,COGS 115,A01,083982,Staff,7,0,30,23
1650626774721,COGS 118B,A01,083367,Staff,0,20,40,40
1650626780756,COGS 172,A01,083984,Provenzano; Emily Kara,10,0,30,20
1650626786801,COGS 177,A00,083368,Tung; Janet C,0,23,30,30
1650626792830,COGS 186,A01,083986,Staff,14,0,40,26
1650626798868,COGS 187A,A01,083988,Boyle; Mary E. T.,0,3,60,60
1650626804899,CSE 8A,A50,084003,Miranda; Gregory Joseph,0,26,15,15
1650626810937,CSE 11,A01,084005,Miranda; Gregory Joseph,0,44,55,55
1650626816975,CSE 20,A01,084007,Briones; Jor-el Thomas Caparas,0,8,20,20
1650626823036,CSE 21,A01,084009,Braun; Oliver,0,42,50,50
1650626829073,CSE 30,A01,083370,Cao; Yingjun,0,75,40,40
1650626835108,CSE 100,A01,083372,Cao; Yingjun,0,60,40,40
1650626841139,CSE 101,A01,084011,Braun; Oliver,0,75,40,40
1650626847180,CSE 141,A01,083374,Eldon; John,0,73,75,75
1650626853217,CSE 141L,A01,083376,Eldon; John,0,79,75,75
1650626859261,CSE 175,A01,084013,Kumar; Rakesh,22,0,25,3
1650626865294,CSE 190,A00,092508,Dubnov; Shlomo,15,0,20,5
1650626871324,ECE 5,A01,084049,Morris; Karcher William,11,0,20,9
1650626877362,ECE 100,A01,084051,Baghdadchi; Saharnaz,0,1,20,20
1650626877362,ECE 100,A02,091916,Baghdadchi; Saharnaz,8,0,20,12
1650626883409,ECE 101,A01,084053,Baghdadchi; Saharnaz,0,0,37,37
1650626883409,ECE 101,A02,084054,Baghdadchi; Saharnaz,16,0,37,21
1650626889453,ECE 107,A01,083390,Staff,23,0,40,17
1650626895502,ECE 148,A01,084056,Silberman; Jack,8,0,12,4
1650626901544,ECE 180,A00,083391,Abi Samra; Nicholas Camill,22,0,30,8
1650626901544,ECE 180,B00,083392,Abi Samra; Nicholas Camill,16,0,30,14
1650626907594,MATH 10B,A01,084110,Staff,0,0,30,30
1650626907594,MATH 10B,A02,084111,Staff,0,0,30,30
1650626907594,MATH 10B,A03,084112,Staff,19,0,30,11
1650626913638,MATH 10C,A01,083443,Staff,0,25,30,31
1650626913638,MATH 10C,A02,083444,Staff,0,24,30,30
1650626913638,MATH 10C,B01,084114,Staff,6,0,30,24
1650626913638,MATH 10C,B02,084115,Staff,22,0,30,8
1650626919673,MATH 18,A01,084117,Harel; Guershon,3,0,30,27
1650626919673,MATH 18,A02,084119,Harel; Guershon,27,0,30,3
1650626919673,MATH 18,A03,084120,Harel; Guershon,30,0,30,0
1650626919673,MATH 18,A04,084121,Harel; Guershon,26,0,30,4
1650626925723,MATH 20B,A01,084124,Um; Ko Woon,0,3,35,35
1650626925723,MATH 20B,B01,084126,Um; Ko Woon,8,0,35,27
1650626931766,MATH 20C,A01,083446,Hammock; Frances H,0,0,30,30
1650626931766,MATH 20C,A02,083447,Hammock; Frances H,3,0,30,27
1650626931766,MATH 20C,A03,083448,Hammock; Frances H,9,0,30,21
1650626931766,MATH 20C,A04,083449,Hammock; Frances H,14,0,30,16
1650626931766,MATH 20C,B01,083451,Hammock; Frances H,0,0,30,30
1650626931766,MATH 20C,B02,083452,Hammock; Frances H,7,0,30,23
1650626931766,MATH 20C,B03,083453,Hammock; Frances H,14,0,30,16
1650626931766,MATH 20C,B04,083454,Hammock; Frances H,22,0,30,8
1650626937833,MATH 20D,A01,084128,Staff,11,0,30,19
1650626937833,MATH 20D,A02,084129,Staff,28,0,30,2
1650626937833,MATH 20D,A03,084130,Staff,25,0,30,5
1650626937833,MATH 20D,B01,084133,Staff,0,0,30,30
1650626937833,MATH 20D,B02,084134,Staff,19,0,30,11
1650626937833,MATH 20D,B03,084135,Staff,28,0,30,2
1650626943877,MATH 20E,A01,084138,Staff,8,0,30,22
1650626943877,MATH 20E,A02,084139,Staff,2,0,30,28
1650626943877,MATH 20E,A03,084140,Staff,11,0,30,19
1650626943877,MATH 20E,A04,084141,Staff,16,0,30,14
1650626949910,MATH 102,A01,084143,Harel; Guershon,2,0,30,28
1650626949910,MATH 102,A02,084144,Harel; Guershon,18,0,30,12
1650626955950,MATH 103B,A01,083456,Staff,0,18,30,30
1650626955950,MATH 103B,A02,083457,Staff,0,18,30,30
1650626961996,MATH 109,A01,084146,Salehi Golsefidy; Alireza,14,0,30,16
1650626961996,MATH 109,A02,084147,Salehi Golsefidy; Alireza,8,0,30,22
1650626968059,MATH 120A,A01,085445,Eggers; John Dietrich,0,0,35,35
1650626968059,MATH 120A,A02,085446,Eggers; John Dietrich,18,0,35,17
1650626974094,MATH 142B,A01,084149,Verstraete; Jacques Allan,0,14,30,30
1650626974094,MATH 142B,A02,084150,Verstraete; Jacques Allan,0,13,30,30
1650626980145,MATH 170A,A01,083459,Nie; Jiawang,0,18,30,30
1650626980145,MATH 170A,A02,083460,Nie; Jiawang,0,18,30,30
1650626980145,MATH 170A,A03,083461,Nie; Jiawang,0,17,30,30
1650626986183,MATH 193B,A01,083463,Staff,1,0,30,29
1650626986183,MATH 193B,A02,083464,Staff,6,0,30,24
