time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1651577093112,COGS 2,A01,083966,Boyle; Mary E. T.,0,2,31,31
1651577099152,COGS 9,A01,083968,Staff,0,15,60,60
1651577105190,COGS 14B,A01,083970,Staff,0,0,65,65
1651577111218,COGS 17,A01,092679,Staff,10,0,75,65
1651577117247,COGS 100,A01,083972,Staff,0,30,60,60
1651577129306,COGS 101C,A01,083976,Staff,0,0,30,30
1651577135342,COGS 102A,A01,083978,Johnson; Christine M.,0,8,30,30
1651577141374,COGS 107B,A01,083980,Staff,0,20,50,50
1651577147409,COGS 115,A01,083982,Staff,2,0,30,28
1651577153444,COGS 118B,A01,083367,Staff,0,23,40,40
1651577159474,COGS 172,A01,083984,Provenzano; Emily Kara,1,0,30,29
1651577165509,COGS 177,A00,083368,Tung; Janet C,0,31,30,30
1651577171546,COGS 186,A01,083986,Staff,5,0,40,35
1651577177579,COGS 187A,A01,083988,Boyle; Mary E. T.,0,13,60,60
1651577183614,CSE 8A,A50,084003,Miranda; Gregory Joseph,0,26,15,15
1651577189649,CSE 11,A01,084005,Miranda; Gregory Joseph,0,52,55,55
1651577195680,CSE 20,A01,084007,Briones; Jor-el Thomas Caparas,0,4,27,27
1651577201713,CSE 21,A01,084009,Braun; Oliver,0,25,70,70
1651577207752,CSE 30,A01,083370,Cao; Yingjun,0,75,40,40
1651577213784,CSE 100,A01,083372,Cao; Yingjun,0,69,40,40
1651577219816,CSE 101,A01,084011,Braun; Oliver,0,84,40,41
1651577225845,CSE 141,A01,083374,Eldon; John,0,18,150,150
1651577231874,CSE 141L,A01,083376,Eldon; John,0,28,150,150
1651577237911,CSE 175,A01,084013,Kumar; Rakesh,16,0,25,9
1651577243943,CSE 190,A00,092508,Dubnov; Shlomo,12,0,20,8
1651577249978,ECE 5,A01,084049,Morris; Karcher William,12,0,20,8
1651577256017,ECE 100,A01,084051,Baghdadchi; Saharnaz,0,1,20,20
1651577256017,ECE 100,A02,091916,Baghdadchi; Saharnaz,2,0,20,18
1651577262049,ECE 101,A01,084053,Baghdadchi; Saharnaz,0,0,37,37
1651577262049,ECE 101,A02,084054,Baghdadchi; Saharnaz,12,0,37,25
1651577268082,ECE 107,A01,083390,Staff,19,0,40,21
1651577274109,ECE 148,A01,084056,Silberman; Jack,0,0,12,12
1651577280141,ECE 180,A00,083391,Abi Samra; Nicholas Camill,19,0,30,11
1651577280141,ECE 180,B00,083392,Abi Samra; Nicholas Camill,14,0,30,16
1651577286170,MATH 10A,A01,093431,Hammock; Frances H,0,2,0,0
1651577292210,MATH 10B,A01,084110,Staff,0,4,30,30
1651577292210,MATH 10B,A02,084111,Staff,0,0,30,30
1651577292210,MATH 10B,A03,084112,Staff,3,0,30,27
1651577298241,MATH 10C,A01,083443,Rotar; Vladimir,0,30,30,31
1651577298241,MATH 10C,A02,083444,Rotar; Vladimir,0,31,30,30
1651577298241,MATH 10C,B01,084114,Staff,2,0,30,28
1651577298241,MATH 10C,B02,084115,Staff,20,0,30,10
1651577304271,MATH 18,A01,084117,Harel; Guershon,3,0,30,27
1651577304271,MATH 18,A02,084119,Harel; Guershon,23,0,30,7
1651577304271,MATH 18,A03,084120,Harel; Guershon,28,0,30,2
