time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1659007618993,COGS 2,A01,083966,Boyle; Mary E. T.,1,0,35,34
1659007625023,COGS 9,A01,083968,Shannon; Kyle Michael,1,2,70,69
1659007637083,COGS 17,A01,092679,Semenuks; Arturs,3,0,94,91
1659007643116,COGS 100,A01,083972,Allen; Michael Gordon,1,0,85,84
1659007655195,COGS 101C,A01,083976,Truman; Alyssa,2,0,35,33
1659007661231,COGS 102A,A01,083978,Johnson; Christine M.,7,0,45,38
1659007667266,COGS 107B,A01,083980,Mooshagian; Eric Frederick,1,0,83,82
1659007679346,COGS 118B,A01,083367,Gupta; Anjum,2,0,47,45
1659007685382,COGS 172,A01,083984,Provenzano; Emily Kara,0,1,34,35
1659007691414,COGS 177,A00,083368,Tung; Janet C,0,1,68,68
1659007697450,COGS 186,A01,083986,Gupta; Anjum,1,3,41,40
1659007703483,COGS 187A,A01,083988,Boyle; Mary E. T.,2,3,68,66
1659007709521,CSE 8A,A50,084003,Miranda; Gregory Joseph,13,2,56,43
1659007715552,CSE 11,A01,084005,Miranda; Gregory Joseph,5,6,115,110
1659007721583,CSE 20,A01,084007,Briones; Jor-el Thomas Caparas,7,0,32,25
1659007727618,CSE 21,A01,084009,Braun; Oliver,5,5,70,65
1659007733650,CSE 30,A01,083370,Cao; Yingjun,0,41,40,40
1659007739681,CSE 100,A01,083372,Cao; Yingjun,0,17,60,60
1659007745712,CSE 101,A01,084011,Braun; Oliver,3,8,70,67
1659007751748,CSE 141,A01,083374,Eldon; John,14,0,150,136
1659007757779,CSE 141L,A01,083376,Eldon; John,3,2,150,147
1659007763815,CSE 142,A01,093827,Tseng; Hung-Wei,16,4,60,44
1659007769848,CSE 142L,A01,093829,Tseng; Hung-Wei,17,5,60,43
1659007775877,CSE 175,A01,084013,Kumar; Rakesh,0,0,25,25
1659007781911,CSE 190,A00,092508,Dubnov; Shlomo,1,3,20,19
1659007787949,ECE 5,A01,084049,Morris; Karcher William,8,0,30,22
1659007793983,ECE 100,A01,084051,Baghdadchi; Saharnaz,4,0,20,16
1659007793983,ECE 100,A02,091916,Baghdadchi; Saharnaz,5,0,20,15
1659007800020,ECE 101,A01,084053,Baghdadchi; Saharnaz,4,0,37,33
1659007800020,ECE 101,A02,084054,Baghdadchi; Saharnaz,13,0,37,24
1659007806060,ECE 107,A01,083390,Shevchenko; Valentin I,23,0,40,17
1659007812094,ECE 148,A01,084056,Silberman; Jack,0,0,12,12
1659007818129,ECE 180,A00,083391,Abi Samra; Nicholas Camill,0,0,30,30
1659007818129,ECE 180,B00,083392,Abi Samra; Nicholas Camill,0,5,30,30
1659007824161,MATH 10A,A01,093431,Hammock; Frances H,0,10,0,32
1659007830191,MATH 10B,A01,084110,Briones; Jor-el Thomas Caparas,0,6,37,51
1659007830191,MATH 10B,A02,084111,Briones; Jor-el Thomas Caparas,1,3,37,36
1659007830191,MATH 10B,A03,084112,Briones; Jor-el Thomas Caparas,2,2,37,35
1659007836223,MATH 10C,A01,083443,Suk; Andrew Hoon,1,0,37,36
1659007836223,MATH 10C,A02,083444,Suk; Andrew Hoon,0,1,37,37
1659007836223,MATH 10C,A03,094841,Suk; Andrew Hoon,3,0,37,34
1659007836223,MATH 10C,A04,094851,Suk; Andrew Hoon,0,0,37,37
1659007836223,MATH 10C,B01,084114,Chung; Tai-Hsuan,13,0,30,17
1659007836223,MATH 10C,B02,084115,Chung; Tai-Hsuan,15,0,30,15
1659007842262,MATH 18,A01,084117,Harel; Guershon,1,0,30,29
