time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1658315639767,COGS 2,A01,083966,Boyle; Mary E. T.,1,0,35,34
1658315645795,COGS 9,A01,083968,Shannon; Kyle Michael,0,1,70,70
1658315666910,COGS 17,A01,092679,Semenuks; Arturs,0,1,94,94
1658315673042,COGS 100,A01,083972,Allen; Michael Gordon,2,0,85,83
1658315693420,COGS 101C,A01,083976,Truman; Alyssa,0,0,35,35
1658315708177,COGS 102A,A01,083978,Johnson; Christine M.,6,0,45,39
1658315714206,COGS 107B,A01,083980,Mooshagian; Eric Frederick,1,0,83,82
1658315735232,COGS 118B,A01,083367,Gupta; Anjum,2,0,47,45
1658315749754,COGS 172,A01,083984,Provenzano; Emily Kara,0,2,34,35
1658315755781,COGS 177,A00,083368,Tung; Janet C,0,2,68,68
1658315770584,COGS 186,A01,083986,Gupta; Anjum,0,1,41,41
1658315776617,COGS 187A,A01,083988,Boyle; Mary E. T.,0,4,68,69
1658315784553,CSE 8A,A50,084003,Miranda; Gregory Joseph,8,2,56,48
1658315790595,CSE 11,A01,084005,Miranda; Gregory Joseph,0,2,115,115
1658315796627,CSE 20,A01,084007,Briones; Jor-el Thomas Caparas,6,1,32,26
1658315802656,CSE 21,A01,084009,Braun; Oliver,0,5,70,70
1658315808684,CSE 30,A01,083370,Cao; Yingjun,0,47,40,40
1658315814715,CSE 100,A01,083372,Cao; Yingjun,1,23,60,59
1658315820749,CSE 101,A01,084011,Braun; Oliver,0,9,70,70
1658315826801,CSE 141,A01,083374,Eldon; John,7,0,150,143
1658315832832,CSE 141L,A01,083376,Eldon; John,0,8,150,150
1658315838863,CSE 142,A01,093827,Tseng; Hung-Wei,0,6,50,50
1658315844895,CSE 142L,A01,093829,Tseng; Hung-Wei,0,8,50,50
1658315850930,CSE 175,A01,084013,Kumar; Rakesh,1,0,25,24
1658315856968,CSE 190,A00,092508,Dubnov; Shlomo,0,5,20,20
1658315862998,ECE 5,A01,084049,Morris; Karcher William,9,0,30,21
1658315869029,ECE 100,A01,084051,Baghdadchi; Saharnaz,3,0,20,17
1658315869029,ECE 100,A02,091916,Baghdadchi; Saharnaz,4,0,20,16
1658315875064,ECE 101,A01,084053,Baghdadchi; Saharnaz,2,0,37,35
1658315875064,ECE 101,A02,084054,Baghdadchi; Saharnaz,11,0,37,26
1658315881106,ECE 107,A01,083390,Shevchenko; Valentin I,21,0,40,19
1658315887139,ECE 148,A01,084056,Silberman; Jack,0,0,12,12
1658315893170,ECE 180,A00,083391,Abi Samra; Nicholas Camill,0,0,30,30
1658315893170,ECE 180,B00,083392,Abi Samra; Nicholas Camill,0,6,30,30
1658315899199,MATH 10A,A01,093431,Hammock; Frances H,0,11,0,35
1658315905231,MATH 10B,A01,084110,Briones; Jor-el Thomas Caparas,0,5,37,51
1658315905231,MATH 10B,A02,084111,Briones; Jor-el Thomas Caparas,0,3,37,37
1658315905231,MATH 10B,A03,084112,Briones; Jor-el Thomas Caparas,0,4,37,37
1658315911278,MATH 10C,A01,083443,Suk; Andrew Hoon,0,1,37,37
1658315911278,MATH 10C,A02,083444,Suk; Andrew Hoon,0,0,37,37
1658315911278,MATH 10C,A03,094841,Suk; Andrew Hoon,0,1,37,37
1658315911278,MATH 10C,A04,094851,Suk; Andrew Hoon,0,0,37,37
1658315911278,MATH 10C,B01,084114,Chung; Tai-Hsuan,11,0,30,19
1658315911278,MATH 10C,B02,084115,Chung; Tai-Hsuan,15,0,30,15
1658315917311,MATH 18,A01,084117,Harel; Guershon,0,0,30,30
1658315917311,MATH 18,A02,084119,Harel; Guershon,2,0,30,28
1658315923357,MATH 20A,A01,093429,Staff,0,5,0,22
1658315929396,MATH 20B,A01,084124,Um; Ko Woon,0,0,35,36
1658315929396,MATH 20B,A02,094842,Um; Ko Woon,10,0,35,25
1658315929396,MATH 20B,B01,084126,Um; Ko Woon,5,0,35,30
1658315929396,MATH 20B,B02,094843,Um; Ko Woon,18,0,35,17
1658315935440,MATH 20C,A01,083446,Mohammadi; Amir,0,0,37,37
1658315935440,MATH 20C,A02,083447,Mohammadi; Amir,0,0,37,37
