time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1657106630614,COGS 2,A01,083966,Boyle; Mary E. T.,1,3,35,34
1657106636647,COGS 9,A01,083968,Shannon; Kyle Michael,0,2,70,70
1657106648702,COGS 17,A01,092679,Semenuks; Arturs,0,1,93,93
1657106654731,COGS 100,A01,083972,Allen; Michael Gordon,3,0,78,75
1657106666789,COGS 101C,A01,083976,Truman; Alyssa,0,2,35,35
1657106672819,COGS 102A,A01,083978,Johnson; Christine M.,7,0,45,38
1657106678846,COGS 107B,A01,083980,Staff,0,2,82,82
1657106684873,COGS 115,A01,083982,Staff,0,0,32,32
1657106690904,COGS 118B,A01,083367,Gupta; Anjum,0,2,47,47
1657106696937,COGS 172,A01,083984,Provenzano; Emily Kara,0,0,34,34
1657106702966,COGS 177,A00,083368,Tung; Janet C,0,3,65,65
1657106708992,COGS 186,A01,083986,Gupta; Anjum,0,3,41,41
1657106715017,COGS 187A,A01,083988,Boyle; Mary E. T.,1,4,68,67
1657106721050,CSE 8A,A50,084003,Miranda; Gregory Joseph,0,25,15,27
1657106727077,CSE 11,A01,084005,Miranda; Gregory Joseph,1,31,95,94
1657106733105,CSE 20,A01,084007,Briones; Jor-el Thomas Caparas,0,6,27,27
1657106739132,CSE 21,A01,084009,Braun; Oliver,0,11,70,70
1657106745164,CSE 30,A01,083370,Cao; Yingjun,0,54,40,40
1657106751193,CSE 100,A01,083372,Cao; Yingjun,0,24,60,60
1657106757221,CSE 101,A01,084011,Braun; Oliver,0,20,70,70
1657106763247,CSE 141,A01,083374,Eldon; John,0,0,150,150
1657106769278,CSE 141L,A01,083376,Eldon; John,1,18,150,149
1657106775306,CSE 142,A01,093827,Tseng; Hung-Wei,0,2,50,50
1657106781332,CSE 142L,A01,093829,Tseng; Hung-Wei,0,6,50,50
1657106787362,CSE 175,A01,084013,Kumar; Rakesh,4,0,25,21
1657106793389,CSE 190,A00,092508,Dubnov; Shlomo,0,2,20,20
1657106799416,ECE 5,A01,084049,Morris; Karcher William,8,0,30,22
1657106805450,ECE 100,A01,084051,Baghdadchi; Saharnaz,1,0,20,19
1657106805450,ECE 100,A02,091916,Baghdadchi; Saharnaz,3,0,20,17
1657106811475,ECE 101,A01,084053,Baghdadchi; Saharnaz,1,0,37,36
1657106811475,ECE 101,A02,084054,Baghdadchi; Saharnaz,6,0,37,31
1657106817504,ECE 107,A01,083390,Shevchenko; Valentin I,20,0,40,20
1657106823532,ECE 148,A01,084056,Silberman; Jack,0,0,12,12
1657106829563,ECE 180,A00,083391,Abi Samra; Nicholas Camill,4,0,30,26
1657106829563,ECE 180,B00,083392,Abi Samra; Nicholas Camill,0,3,30,30
1657106835594,MATH 10A,A01,093431,Hammock; Frances H,0,8,0,0
1657106841628,MATH 10B,A01,084110,Briones; Jor-el Thomas Caparas,0,3,37,37
