time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1649849207246,COGS 2,A01,083966,Boyle; Mary E. T.,27,0,30,3
1649849213280,COGS 9,A01,083968,Staff,56,0,60,4
1649849219310,COGS 14B,A01,083970,Staff,46,0,50,4
1649849225352,COGS 17,A01,092679,Staff,73,0,75,2
1649849231389,COGS 100,A01,083972,Staff,46,0,60,14
1649849243449,COGS 101C,A01,083976,Staff,25,0,30,5
1649849249481,COGS 102A,A01,083978,Johnson; Christine M.,24,0,30,6
1649849255509,COGS 107B,A01,083980,Staff,32,0,50,18
1649849261536,COGS 115,A01,083982,Staff,21,0,30,9
1649849267570,COGS 118B,A01,083367,Staff,5,0,40,35
1649849273596,COGS 172,A01,083984,Provenzano; Emily Kara,20,0,30,10
1649849279631,COGS 177,A00,083368,Staff,3,0,30,27
1649849285668,COGS 186,A01,083986,Staff,25,0,40,15
1649849291698,COGS 187A,A01,083988,Boyle; Mary E. T.,40,0,60,20
1649849297730,CSE 8A,A50,084003,Miranda; Gregory Joseph,9,0,15,6
1649849303764,CSE 11,A01,084005,Miranda; Gregory Joseph,49,0,55,6
1649849309789,CSE 20,A01,084007,Staff,15,0,20,5
1649849315816,CSE 21,A01,084009,Staff,32,0,50,18
1649849321842,CSE 30,A01,083370,Cao; Yingjun,20,0,40,20
1649849327873,CSE 100,A01,083372,Cao; Yingjun,13,0,40,27
1649849333904,CSE 101,A01,084011,Staff,0,16,40,40
1649849339933,CSE 141,A01,083374,Eldon; John,0,13,75,75
1649849345963,CSE 141L,A01,083376,Eldon; John,0,17,75,75
1649849351992,CSE 175,A01,084013,Kumar; Rakesh,24,0,25,1
1649849358021,CSE 190,A00,092508,Staff,15,0,15,0
1649849364054,ECE 5,A01,084049,Morris; Karcher William,17,0,20,3
1649849370084,ECE 100,A01,084051,Baghdadchi; Saharnaz,16,0,20,4
1649849370084,ECE 100,A02,091916,Baghdadchi; Saharnaz,18,0,20,2
1649849376112,ECE 101,A01,084053,Baghdadchi; Saharnaz,25,0,37,12
1649849376112,ECE 101,A02,084054,Baghdadchi; Saharnaz,37,0,37,0
1649849382143,ECE 107,A01,083390,Staff,31,0,40,9
1649849388176,ECE 148,A01,084056,Silberman; Jack,8,0,12,4
1649849394210,ECE 180,A00,083391,Abi Samra; Nicholas Camill,27,0,30,3
1649849394210,ECE 180,B00,083392,Abi Samra; Nicholas Camill,26,0,30,4
1649849400241,MATH 10B,A01,084110,Staff,20,0,30,10
1649849400241,MATH 10B,A02,084111,Staff,29,0,30,1
1649849400241,MATH 10B,A03,084112,Staff,29,0,30,1
1649849406271,MATH 10C,A01,083443,Staff,19,0,30,11
1649849406271,MATH 10C,A02,083444,Staff,24,0,30,6
