time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1658229319617,COGS 2,A01,083966,Boyle; Mary E. T.,0,0,35,35
1658229325652,COGS 9,A01,083968,Shannon; Kyle Michael,0,1,70,70
1658229337735,COGS 17,A01,092679,Semenuks; Arturs,0,1,94,94
1658229343765,COGS 100,A01,083972,Allen; Michael Gordon,3,0,85,82
1658229355833,COGS 101C,A01,083976,Truman; Alyssa,1,0,35,34
1658229361863,COGS 102A,A01,083978,Johnson; Christine M.,6,0,45,39
1658229367892,COGS 107B,A01,083980,Mooshagian; Eric Frederick,0,0,83,83
1658229379964,COGS 118B,A01,083367,Gupta; Anjum,2,0,47,45
1658229385998,COGS 172,A01,083984,Provenzano; Emily Kara,0,1,34,35
1658229392030,COGS 177,A00,083368,Tung; Janet C,0,2,68,68
1658229398065,COGS 186,A01,083986,Gupta; Anjum,0,0,41,41
1658229404101,COGS 187A,A01,083988,Boyle; Mary E. T.,0,5,68,68
1658229410263,CSE 8A,A50,084003,Miranda; Gregory Joseph,8,2,56,48
1658229416296,CSE 11,A01,084005,Miranda; Gregory Joseph,0,1,115,115
1658229422345,CSE 20,A01,084007,Briones; Jor-el Thomas Caparas,4,1,32,28
1658229428385,CSE 21,A01,084009,Braun; Oliver,0,5,70,70
1658229434422,CSE 30,A01,083370,Cao; Yingjun,1,50,40,39
1658229440453,CSE 100,A01,083372,Cao; Yingjun,0,25,60,60
1658229446481,CSE 101,A01,084011,Braun; Oliver,0,9,70,70
1658229452512,CSE 141,A01,083374,Eldon; John,6,0,150,144
1658229458545,CSE 141L,A01,083376,Eldon; John,0,9,150,150
1658229464600,CSE 142,A01,093827,Tseng; Hung-Wei,0,5,50,50
1658229470633,CSE 142L,A01,093829,Tseng; Hung-Wei,0,7,50,50
1658229476666,CSE 175,A01,084013,Kumar; Rakesh,1,0,25,24
1658229482706,CSE 190,A00,092508,Dubnov; Shlomo,0,5,20,20
1658229488739,ECE 5,A01,084049,Morris; Karcher William,9,0,30,21
1658229494781,ECE 100,A01,084051,Baghdadchi; Saharnaz,2,0,20,18
1658229494781,ECE 100,A02,091916,Baghdadchi; Saharnaz,3,0,20,17
1658229500825,ECE 101,A01,084053,Baghdadchi; Saharnaz,2,0,37,35
1658229500825,ECE 101,A02,084054,Baghdadchi; Saharnaz,9,0,37,28
1658229506864,ECE 107,A01,083390,Shevchenko; Valentin I,21,0,40,19
1658229512894,ECE 148,A01,084056,Silberman; Jack,0,0,12,12
1658229518928,ECE 180,A00,083391,Abi Samra; Nicholas Camill,0,0,30,30
1658229518928,ECE 180,B00,083392,Abi Samra; Nicholas Camill,0,6,30,30
1658229524960,MATH 10A,A01,093431,Hammock; Frances H,0,11,0,35
1658229531005,MATH 10B,A01,084110,Briones; Jor-el Thomas Caparas,0,5,37,51
1658229531005,MATH 10B,A02,084111,Briones; Jor-el Thomas Caparas,0,3,37,37
1658229531005,MATH 10B,A03,084112,Briones; Jor-el Thomas Caparas,0,3,37,37
1658229537042,MATH 10C,A01,083443,Suk; Andrew Hoon,0,0,37,37
1658229537042,MATH 10C,A02,083444,Suk; Andrew Hoon,0,0,37,37
1658229537042,MATH 10C,A03,094841,Suk; Andrew Hoon,0,0,37,37
1658229537042,MATH 10C,A04,094851,Suk; Andrew Hoon,0,0,37,37
1658229537042,MATH 10C,B01,084114,Chung; Tai-Hsuan,11,0,30,19
1658229537042,MATH 10C,B02,084115,Chung; Tai-Hsuan,15,0,30,15
1658229543075,MATH 18,A01,084117,Harel; Guershon,0,0,30,30
1658229543075,MATH 18,A02,084119,Harel; Guershon,2,0,30,28
1658229549119,MATH 20A,A01,093429,Staff,0,5,0,22
1658229555151,MATH 20B,A01,084124,Um; Ko Woon,0,0,35,36
1658229555151,MATH 20B,A02,094842,Um; Ko Woon,11,0,35,24
1658229555151,MATH 20B,B01,084126,Um; Ko Woon,2,0,35,33
1658229555151,MATH 20B,B02,094843,Um; Ko Woon,18,0,35,17
1658229561192,MATH 20C,A01,083446,Mohammadi; Amir,0,0,37,37
1658229561192,MATH 20C,A02,083447,Mohammadi; Amir,0,0,37,37
1658229561192,MATH 20C,A03,083448,Mohammadi; Amir,0,0,37,37
1658229561192,MATH 20C,A04,083449,Mohammadi; Amir,7,0,37,30
1658229561192,MATH 20C,B01,083451,Hammock; Frances H,2,0,37,35
1658229561192,MATH 20C,B02,083452,Hammock; Frances H,1,0,37,36
1658229561192,MATH 20C,B03,083453,Hammock; Frances H,0,0,37,37
1658229561192,MATH 20C,B04,083454,Hammock; Frances H,4,0,37,33
1658229567240,MATH 20D,A01,084128,Bach; Quang Tran,0,0,30,30
