time,enrolled,available,waitlisted,total,normalized_available,normalized_waitlisted,normalized_enrolled
2022-04-09T12:58:16,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T13:15:34,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T13:32:45,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T13:47:44,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T14:04:54,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T14:22:05,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T14:39:15,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T14:56:26,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T15:13:37,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T15:30:48,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T15:48:02,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T16:05:13,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T16:22:24,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T16:39:34,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T16:56:45,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T17:13:56,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T17:31:07,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T17:48:17,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T18:05:28,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T18:22:43,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T18:39:54,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T18:57:05,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T19:14:15,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T19:31:26,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T19:48:36,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T20:05:47,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T20:23:04,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T20:40:15,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T20:57:26,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T21:14:37,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T21:31:47,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T21:48:58,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T22:06:09,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T22:23:20,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T22:40:37,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T22:57:47,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T23:14:58,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T23:32:09,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-09T23:49:20,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T00:06:30,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T00:23:41,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T00:40:52,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T00:58:03,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T01:15:21,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T01:32:32,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T01:49:43,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T02:06:53,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T02:24:05,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T02:41:16,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T02:58:27,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T03:15:39,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T03:32:58,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T03:50:09,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T04:08:58,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T04:33:27,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T04:50:38,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T05:07:50,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T05:25:01,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T05:42:13,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T05:59:24,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T06:16:45,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T06:34:00,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T06:51:11,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T07:08:22,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
2022-04-10T07:25:33,753,107,2,860,0.12441860465116279,0.002325581395348837,0.8755813953488372
