time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total
1646137532472,COGS 1,A01,072894,Boyle; Mary E. T.,0,5,60
1646137532472,COGS 1,A02,072895,Boyle; Mary E. T.,0,6,60
1646137532472,COGS 1,A03,072896,Boyle; Mary E. T.,0,5,60
1646137532472,COGS 1,A04,072897,Boyle; Mary E. T.,0,4,60
1646137532472,COGS 1,A05,072898,Boyle; Mary E. T.,0,7,60
1646137532472,COGS 1,A06,072899,Boyle; Mary E. T.,0,6,60
1646137532472,COGS 1,A07,072900,Boyle; Mary E. T.,0,5,57
1646137535498,COGS 8,A01,072902,Staff,0,7,35
1646137538530,COGS 10,A01,072904,Klemmer; Scott R,3,0,60
1646137538530,COGS 10,A02,072905,Klemmer; Scott R,15,0,60
1646137538530,COGS 10,A03,072906,Klemmer; Scott R,13,0,60
1646137538530,COGS 10,A04,072907,Klemmer; Scott R,21,0,60
1646137538530,COGS 10,A05,072908,Klemmer; Scott R,33,0,60
1646137541562,COGS 11,A01,072910,Boroditsky; Lera,3,0,145
1646137544592,COGS 12,A00,072911,Boroditsky; Lera,0,2,50
1646137547629,COGS 14A,A01,072913,Davis; Joshua Daniel,0,21,60
1646137547629,COGS 14A,A02,072914,Davis; Joshua Daniel,0,19,60
1646137547629,COGS 14A,A03,072915,Davis; Joshua Daniel,0,20,60
1646137547629,COGS 14A,A04,072916,Davis; Joshua Daniel,0,20,60
1646137550661,COGS 14B,A01,072918,Barrera; Steven James,0,6,60
1646137550661,COGS 14B,A02,072919,Barrera; Steven James,0,7,60
1646137550661,COGS 14B,A03,072920,Barrera; Steven James,0,6,60
1646137553691,COGS 17,A01,072922,Johnson; Christine M.,0,14,60
1646137553691,COGS 17,A02,072923,Johnson; Christine M.,0,10,60
1646137553691,COGS 17,A03,072924,Johnson; Christine M.,0,11,60
1646137553691,COGS 17,A04,072925,Johnson; Christine M.,0,9,60
1646137553691,COGS 17,A05,072926,Johnson; Christine M.,0,9,60
1646137556727,COGS 18,A01,072928,Bardolph; Megan Dalene,0,16,35
1646137556727,COGS 18,A02,072929,Bardolph; Megan Dalene,0,16,35
1646137556727,COGS 18,A03,072930,Bardolph; Megan Dalene,0,15,35
1646137556727,COGS 18,A04,072931,Bardolph; Megan Dalene,0,18,35
1646137556727,COGS 18,A05,072932,Bardolph; Megan Dalene,0,16,35
1646137556727,COGS 18,A06,072933,Bardolph; Megan Dalene,0,15,35
1646137556727,COGS 18,A07,072934,Bardolph; Megan Dalene,0,15,35
1646137556727,COGS 18,A08,072935,Bardolph; Megan Dalene,0,16,35
1646137556727,COGS 18,B01,083188,Green; Daniel Richard,0,1,0
1646137559760,COGS 87,A00,073397,Deak; Gedeon O.,0,9,20
1646137562789,COGS 100,A01,072942,Scott; Taylor Jackson,0,23,60
1646137562789,COGS 100,A02,072943,Scott; Taylor Jackson,0,21,60
1646137562789,COGS 100,A03,072944,Scott; Taylor Jackson,0,21,60
1646137562789,COGS 100,A04,072945,Scott; Taylor Jackson,0,21,60
1646137562789,COGS 100,A05,072946,Scott; Taylor Jackson,0,20,60
1646137565827,COGS 101A,A01,072948,Barrera; Steven James,0,22,60
1646137565827,COGS 101A,A02,072949,Barrera; Steven James,0,21,60
1646137565827,COGS 101A,A03,072950,Barrera; Steven James,0,20,60
1646137565827,COGS 101A,A04,072951,Barrera; Steven James,0,21,60
1646137568864,COGS 101C,A01,072953,Staff,0,4,60
1646137568864,COGS 101C,A02,072954,Staff,0,2,60
1646137568864,COGS 101C,A03,072955,Staff,32,0,60
1646137571897,COGS 102C,A01,072958,Scott; Taylor Jackson,0,4,60
1646137571897,COGS 102C,A02,072959,Scott; Taylor Jackson,30,0,60
1646137574928,COGS 107A,A01,072961,Alfonso; Stephanie Isabel,0,7,60
1646137574928,COGS 107A,A02,072962,Alfonso; Stephanie Isabel,0,6,60
1646137574928,COGS 107A,A03,072963,Alfonso; Stephanie Isabel,0,3,60
1646137574928,COGS 107A,A04,072964,Alfonso; Stephanie Isabel,0,0,60
1646137574928,COGS 107A,A05,072965,Alfonso; Stephanie Isabel,24,0,60
1646137577959,COGS 107B,A01,072967,Mooshagian; Eric Frederick,24,0,60
1646137577959,COGS 107B,A02,072968,Mooshagian; Eric Frederick,39,0,60
1646137577959,COGS 107B,A03,072969,Mooshagian; Eric Frederick,53,0,60
1646137577959,COGS 107B,A04,072970,Mooshagian; Eric Frederick,32,0,60
1646137577959,COGS 107B,A05,072971,Mooshagian; Eric Frederick,22,0,60
1646137580994,COGS 107C,A01,072973,Chiba; Andrea,0,1,60
1646137580994,COGS 107C,A02,072974,Chiba; Andrea,38,0,60
1646137580994,COGS 107C,A03,072975,Chiba; Andrea,36,0,60
1646137584021,COGS 108,A01,072977,Fleischer; Jason G,0,34,60
1646137584021,COGS 108,A02,072978,Fleischer; Jason G,0,28,60
1646137584021,COGS 108,A03,072979,Fleischer; Jason G,0,28,60
1646137584021,COGS 108,A04,072980,Fleischer; Jason G,0,27,60
1646137584021,COGS 108,A05,072981,Fleischer; Jason G,0,30,60
1646137584021,COGS 108,A06,072982,Fleischer; Jason G,0,29,60
1646137584021,COGS 108,A07,072983,Fleischer; Jason G,0,28,57
1646137587053,COGS 116,A01,072989,Greene; Deanna Jacquelyn,1,0,50
1646137590084,COGS 118A,A01,072991,Fleischer; Jason G,0,27,60
1646137590084,COGS 118A,A02,072992,Fleischer; Jason G,0,26,60
1646137590084,COGS 118A,A03,072993,Fleischer; Jason G,0,27,60
1646137593114,COGS 121,A01,072995,Staff,0,5,145
1646137596149,COGS 122,A01,072997,Dow; Steven P,0,30,60
1646137599182,COGS 123,A01,072999,Dow; Steven P,0,6,40
1646137599182,COGS 123,A02,073000,Dow; Steven P,0,6,40
1646137599182,COGS 123,A03,081916,Dow; Steven P,0,6,40
1646137599182,COGS 123,A04,081917,Dow; Steven P,0,5,40
1646137602218,COGS 142,A01,081914,Staff,15,0,50
1646137605249,COGS 153,A00,073001,Davis; Joshua Daniel,0,33,75
1646137608282,COGS 160,A00,073005,Deak; Gedeon O.,18,0,20
1646137611314,COGS 163,A01,073007,Boyle; Mary E. T.,0,27,68
1646137614342,COGS 164,A01,073009,Chiba; Andrea,0,37,68
1646137617372,COGS 170,A01,073011,Rangel; Lara M,0,22,70
1646137620401,COGS 178,A00,073014,Jernigan; Terry Lynne,0,5,75
1646137623435,COGS 184,A01,073018,Johnson; Christine M.,0,5,75
1646137626502,COGS 190C,A00,073019,Jernigan; Terry Lynne,9999,0,9999
1646137626502,COGS 190C,B00,073020,Chiba; Andrea,9999,0,9999
1646137626502,COGS 190C,C00,073021,Fleischer; Jason G,9999,0,9999
1646137626502,COGS 190C,D00,073022,Scott; Taylor Jackson,9999,0,9999
1646137626502,COGS 190C,E00,073023,Johnson; Christine M.,9999,0,9999
1646137626502,COGS 190C,F00,073024,Boyle; Mary E. T.,9999,0,9999
1646137626502,COGS 190C,G00,073025,Hoffman; Drew Ellen,9999,0,9999
1646137626502,COGS 190C,H00,073026,Mattar; Marcelo G,9999,0,9999
1646137626502,COGS 190C,I00,073027,Nitz; Douglas A.,9999,0,9999
1646137626502,COGS 190C,J00,073028,Rossano; Federico,9999,0,9999
1646137626502,COGS 190C,K00,073029,Ellis; Shannon Elizabeth,9999,0,9999
1646137626502,COGS 190C,L00,073030,De Sa; Virginia,9999,0,9999
1646137626502,COGS 190C,M00,073031,Bergen; Benjamin,9999,0,9999
1646137629533,COGS 190D,A00,073032,Kutas; Marta,20,0,20
1646137632565,COGS 194,A00,073033,Hill; Seth J,9999,0,9999
1646137635597,COGS 197,001,083552,Fleischer; Jason G,9998,0,9999
1646137638637,CSE 6R,A01,077385,Moshiri; Alexander Niema,0,47,150
1646137638637,CSE 6R,B01,082832,Moshiri; Alexander Niema,49,0,49
1646137641669,CSE 8A,A50,077387,Soosai Raj; Adalbert Geral,0,14,30
1646137641669,CSE 8A,A51,077388,Soosai Raj; Adalbert Geral,0,11,30
1646137641669,CSE 8A,A52,077389,Soosai Raj; Adalbert Geral,0,13,30
1646137641669,CSE 8A,B50,077391,Soosai Raj; Adalbert Geral,0,14,30
1646137641669,CSE 8A,B51,077392,Soosai Raj; Adalbert Geral,0,15,30
1646137641669,CSE 8A,B52,077393,Soosai Raj; Adalbert Geral,0,12,30
1646137641669,CSE 8A,C50,077395,Elsherif; May Elhussein,0,8,30
1646137641669,CSE 8A,C51,077396,Elsherif; May Elhussein,0,8,30
1646137641669,CSE 8A,C52,077397,Elsherif; May Elhussein,0,9,30
1646137641669,CSE 8A,D50,077399,Elsherif; May Elhussein,0,8,30
1646137641669,CSE 8A,D51,077400,Elsherif; May Elhussein,0,7,30
1646137641669,CSE 8A,D52,077401,Elsherif; May Elhussein,0,8,30
1646137644698,CSE 8B,A01,079903,Ochoa; Benjamin Lawrence,0,49,98
1646137647740,CSE 11,A01,079904,Miranda; Gregory Joseph,0,65,106
1646137647740,CSE 11,B01,079905,Miranda; Gregory Joseph,0,70,106
1646137650767,CSE 12,A01,077408,Cao; Yingjun,0,54,49
1646137650767,CSE 12,A02,077409,Cao; Yingjun,0,54,49
1646137650767,CSE 12,B01,077411,Cao; Yingjun,1,60,49
1646137650767,CSE 12,B02,077412,Cao; Yingjun,0,56,49
1646137650767,CSE 12,C01,079906,Miranda; Gregory Joseph,0,95,98
1646137653801,CSE 15L,A01,077415,Soosai Raj; Adalbert Geral,0,19,20
1646137653801,CSE 15L,A02,077416,Soosai Raj; Adalbert Geral,1,35,20
1646137653801,CSE 15L,A03,077417,Soosai Raj; Adalbert Geral,0,37,20
1646137653801,CSE 15L,A04,077418,Soosai Raj; Adalbert Geral,0,33,20
1646137653801,CSE 15L,A05,077419,Soosai Raj; Adalbert Geral,0,35,20
1646137653801,CSE 15L,A06,077420,Soosai Raj; Adalbert Geral,0,31,20
1646137653801,CSE 15L,A07,077421,Soosai Raj; Adalbert Geral,0,25,20
1646137653801,CSE 15L,A08,077422,Soosai Raj; Adalbert Geral,0,24,15
1646137653801,CSE 15L,B01,077424,Staff,0,23,16
1646137653801,CSE 15L,B02,077425,Staff,0,36,20
1646137653801,CSE 15L,B03,077426,Staff,0,22,20
1646137653801,CSE 15L,C01,084620,Staff,0,21,2
1646137656845,CSE 20,A01,079907,Jones; Miles E,0,57,116
1646137656845,CSE 20,A02,082805,Jones; Miles E,0,37,116
1646137659880,CSE 21,A01,079908,Jones; Miles E,0,17,118
1646137659880,CSE 21,A02,082804,Jones; Miles E,0,16,118
1646137662920,CSE 30,A01,079909,Muller; P Keith,0,52,200
1646137662920,CSE 30,A02,081935,Muller; P Keith,0,14,200
1646137665947,CSE 87,A00,077431,Moshiri; Alexander Niema,1,0,20
1646137665947,CSE 87,B00,077432,Cottrell; Garrison W,3,0,20
1646137668978,CSE 95,A00,077433,Minnes Kemp; Mor Mia,75,0,75
1646137672014,CSE 100,A01,079911,Sahoo; Debashis,57,0,275
1646137672014,CSE 100,B01,079912,Staff,0,30,68
1646137672014,CSE 100,B02,079913,Staff,0,22,68
1646137675043,CSE 101,A01,079914,Dasgupta; Sanjoy,0,143,116
1646137675043,CSE 101,B01,079915,Impagliazzo; Russell,0,68,116
1646137678069,CSE 105,A01,079916,Minnes Kemp; Mor Mia,0,131,237
1646137681104,CSE 107,A01,079917,ThomÉ; Emmanuel,0,27,146
1646137684136,CSE 109,A01,079918,Staff,0,64,70
1646137687177,CSE 110,A50,077442,Politz; Joseph Gibbs,0,14,65
1646137687177,CSE 110,A51,077443,Politz; Joseph Gibbs,0,10,65
1646137687177,CSE 110,A52,077444,Politz; Joseph Gibbs,0,8,66
1646137687177,CSE 110,B50,077447,Griswold; William G.,30,0,65
1646137687177,CSE 110,B51,077448,Griswold; William G.,57,0,65
1646137687177,CSE 110,B52,077449,Griswold; William G.,58,0,66
1646137690212,CSE 112,A50,077452,Powell; Thomas Allan,0,23,146
1646137693248,CSE 120,A01,079922,Zhou; Yuan-Yuan,129,0,295
1646137696280,CSE 123,A01,079923,Shalev; Aaron D,85,0,196
1646137699312,CSE 125,A00,077455,Voelker; Geoffrey M.,0,0,0
1646137702348,CSE 127,A01,079924,Obaido; George Rabeshi,0,60,196
1646137705382,CSE 130,A01,079926,Staff,49,0,196
1646137708411,CSE 131,A01,079927,Staff,0,16,60
1646137711441,CSE 132B,A01,079928,Deutsch; Alin Bernard,13,0,70
1646137714479,CSE 132C,A01,079929,Kumar; Arun Kumar,49,0,70
1646137717509,CSE 135,A01,079930,Powell; Thomas Allan,67,0,196
1646137720539,CSE 140,A01,079931,Cheng; Chung Kuan,242,0,395
1646137723578,CSE 140L,A01,077465,Chin; Bryan W.,89,0,196
1646137723578,CSE 140L,B01,077468,Chin; Bryan W.,142,0,196
1646137726608,CSE 141,A01,079932,Staff,0,18,196
1646137729648,CSE 141L,A01,077472,Eldon; John,0,89,196
1646137732683,CSE 143,A01,079659,Gupta; Rajesh K.,24,0,50
1646137735714,CSE 145,A01,077476,Kastner; Ryan Charles,16,0,24
1646137738747,CSE 148,A01,079933,Tullsen; Dean Michael,35,0,49
1646137741776,CSE 150B,A01,079934,Gao; Sicun,0,21,360
1646137744804,CSE 151A,A01,079935,Shang; Jingbo,0,100,196
1646137747840,CSE 151B,A01,079936,Yu; Qi,0,49,146
1646137750878,CSE 152B,A01,079943,Chandraker; Manmohan Krishna,0,16,49
1646137753908,CSE 156,A01,079944,Nakashole; Ndapandula,99,0,196
1646137756938,CSE 166,A01,081563,Ochoa; Benjamin Lawrence,0,23,49
1646137759964,CSE 168,A01,079945,Li; Tzumao,0,12,49
1646137762994,CSE 175,A01,079946,Kumar; Rakesh,0,13,49
1646137766028,CSE 176A,A01,079948,Riek; Laurel D,0,11,25
1646137769059,CSE 182,A01,079951,Bafna; Vineet,140,0,146
1646137772092,CSE 185,A01,077489,Gymrek; Melissa Ann,1,0,39
1646137772092,CSE 185,A02,077490,Gymrek; Melissa Ann,3,0,38
1646137772092,CSE 185,A03,077491,Gymrek; Melissa Ann,30,0,38
1646137775123,CSE 190,A00,084606,Weibel; Nadir,24,0,25
1646137778154,CSE 191,B00,084652,Schulze; Jurgen P.,50,0,50
1646137778154,CSE 191,A00,084608,Minnes Kemp; Mor Mia,9999,0,9999
1646137781194,CSE 198,001,080812,Weibel; Nadir,0,0,0
1646137781194,CSE 198,002,084804,Alvarado; Christine J.,0,0,0
1646137781194,CSE 198,003,084817,Porter; George M,0,0,0
1646137781194,CSE 198,004,084818,Griswold; William G.,0,0,0
1646137784240,ECE 5,A01,076498,Morris; Karcher William,15,0,20
1646137784240,ECE 5,A02,076499,Morris; Karcher William,20,0,20
1646137784240,ECE 5,A03,076500,Morris; Karcher William,13,0,20
1646137784240,ECE 5,A04,076501,Morris; Karcher William,20,0,20
1646137787275,ECE 15,A01,076503,Vardy; Alexander,15,0,125
1646137790305,ECE 16,A01,076506,Khoshabeh; Ramsin,0,13,30
1646137793335,ECE 17,A01,076508,Gilja; Vikash,0,4,120
1646137796366,ECE 25,A50,076511,Dey; Sujit,9,0,30
1646137796366,ECE 25,A51,076512,Dey; Sujit,22,0,30
1646137796366,ECE 25,A52,076513,Dey; Sujit,28,0,30
1646137799399,ECE 35,A50,076516,Radic; Stojan,0,4,30
1646137799399,ECE 35,A51,076517,Radic; Stojan,0,0,30
1646137799399,ECE 35,A52,076518,Radic; Stojan,10,0,30
1646137799399,ECE 35,A53,076519,Radic; Stojan,0,2,30
1646137802428,ECE 45,A01,076521,Zeger; Kenneth A.,0,4,180
1646137805470,ECE 65,A50,076526,Baghdadchi; Saharnaz,0,0,17
1646137805470,ECE 65,A51,076527,Baghdadchi; Saharnaz,0,0,19
1646137805470,ECE 65,A52,076528,Baghdadchi; Saharnaz,0,0,18
