time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total
1648860571335,COGS 1,A01,072894,Boyle; Mary E. T.,0,7,60
1648860571335,COGS 1,A02,072895,Boyle; Mary E. T.,0,7,60
1648860571335,COGS 1,A03,072896,Boyle; Mary E. T.,0,8,60
1648860571335,COGS 1,A04,072897,Boyle; Mary E. T.,0,7,60
1648860571335,COGS 1,A05,072898,Boyle; Mary E. T.,0,8,60
1648860571335,COGS 1,A06,072899,Boyle; Mary E. T.,0,7,60
1648860571335,COGS 1,A07,072900,Boyle; Mary E. T.,0,8,57
1648860574360,COGS 8,A01,072902,Leonardis; Eric Jeffrey,0,3,35
1648860577389,COGS 10,A01,072904,Klemmer; Scott R,1,2,60
1648860577389,COGS 10,A02,072905,Klemmer; Scott R,0,2,60
1648860577389,COGS 10,A03,072906,Klemmer; Scott R,0,2,60
1648860577389,COGS 10,A04,072907,Klemmer; Scott R,0,2,60
1648860577389,COGS 10,A05,072908,Klemmer; Scott R,0,2,60
1648860580414,COGS 11,A01,072910,Boroditsky; Lera,1,10,145
1648860583446,COGS 12,A00,072911,Boroditsky; Lera,0,0,50
1648860586473,COGS 14A,A01,072913,Davis; Joshua Daniel,0,18,62
1648860586473,COGS 14A,A02,072914,Davis; Joshua Daniel,0,15,63
1648860586473,COGS 14A,A03,072915,Davis; Joshua Daniel,0,15,62
1648860586473,COGS 14A,A04,072916,Davis; Joshua Daniel,0,13,63
1648860589497,COGS 14B,A01,072918,Barrera; Steven James,0,7,60
1648860589497,COGS 14B,A02,072919,Barrera; Steven James,0,7,60
1648860589497,COGS 14B,A03,072920,Barrera; Steven James,0,6,60
1648860592534,COGS 17,A01,072922,Johnson; Christine M.,0,7,60
1648860592534,COGS 17,A02,072923,Johnson; Christine M.,0,7,60
1648860592534,COGS 17,A03,072924,Johnson; Christine M.,0,7,60
1648860592534,COGS 17,A04,072925,Johnson; Christine M.,0,9,60
1648860592534,COGS 17,A05,072926,Johnson; Christine M.,0,9,60
