time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total
1648466640069,COGS 1,A01,072894,Boyle; Mary E. T.,0,7,60
1648466640069,COGS 1,A02,072895,Boyle; Mary E. T.,1,7,60
1648466640069,COGS 1,A03,072896,Boyle; Mary E. T.,0,5,60
1648466640069,COGS 1,A04,072897,Boyle; Mary E. T.,0,4,60
1648466640069,COGS 1,A05,072898,Boyle; Mary E. T.,0,5,60
1648466640069,COGS 1,A06,072899,Boyle; Mary E. T.,0,6,60
1648466640069,COGS 1,A07,072900,Boyle; Mary E. T.,1,6,57
1648466643098,COGS 8,A01,072902,Staff,0,4,35
1648466646126,COGS 10,A01,072904,Klemmer; Scott R,0,1,60
1648466646126,COGS 10,A02,072905,Klemmer; Scott R,0,1,60
1648466646126,COGS 10,A03,072906,Klemmer; Scott R,0,1,60
1648466646126,COGS 10,A04,072907,Klemmer; Scott R,0,1,60
1648466646126,COGS 10,A05,072908,Klemmer; Scott R,0,1,60
1648466649163,COGS 11,A01,072910,Boroditsky; Lera,1,6,145
1648466652193,COGS 12,A00,072911,Boroditsky; Lera,0,3,50
1648466655232,COGS 14A,A01,072913,Davis; Joshua Daniel,0,16,62
1648466655232,COGS 14A,A02,072914,Davis; Joshua Daniel,0,15,63
1648466655232,COGS 14A,A03,072915,Davis; Joshua Daniel,0,16,62
1648466655232,COGS 14A,A04,072916,Davis; Joshua Daniel,0,17,63
1648466658267,COGS 14B,A01,072918,Barrera; Steven James,0,7,60
1648466658267,COGS 14B,A02,072919,Barrera; Steven James,0,5,60
1648466658267,COGS 14B,A03,072920,Barrera; Steven James,0,6,60
1648466661304,COGS 17,A01,072922,Johnson; Christine M.,0,5,60
1648466661304,COGS 17,A02,072923,Johnson; Christine M.,0,6,60
1648466661304,COGS 17,A03,072924,Johnson; Christine M.,0,8,60
1648466661304,COGS 17,A04,072925,Johnson; Christine M.,0,8,60
1648466661304,COGS 17,A05,072926,Johnson; Christine M.,0,7,60
1648466661304,COGS 17,A06,085929,Johnson; Christine M.,0,6,0
1648466664337,COGS 18,B01,083188,Green; Daniel Richard,0,10,0
1648466667367,COGS 87,A00,073397,Deak; Gedeon O.,0,7,20
1648466670393,COGS 99,001,084891,Johnson; Christine M.,9997,0,9999
1648466673426,COGS 100,A01,072942,Scott; Taylor Jackson,0,18,60
1648466673426,COGS 100,A02,072943,Scott; Taylor Jackson,0,18,60
1648466673426,COGS 100,A03,072944,Scott; Taylor Jackson,0,18,60
1648466673426,COGS 100,A04,072945,Scott; Taylor Jackson,0,18,60
1648466673426,COGS 100,A05,072946,Scott; Taylor Jackson,0,18,60
1648466676457,COGS 101A,A01,072948,Barrera; Steven James,0,19,60
1648466676457,COGS 101A,A02,072949,Barrera; Steven James,0,22,60
1648466676457,COGS 101A,A03,072950,Barrera; Steven James,0,18,60
1648466676457,COGS 101A,A04,072951,Barrera; Steven James,0,18,60
1648466679488,COGS 101C,A01,072953,Staff,0,0,60
1648466679488,COGS 101C,A02,072954,Staff,1,0,60
1648466679488,COGS 101C,A03,072955,Staff,16,0,60
1648466682518,COGS 102C,A01,072958,Scott; Taylor Jackson,1,2,60
1648466682518,COGS 102C,A02,072959,Scott; Taylor Jackson,21,0,60
1648466685548,COGS 107A,A01,072961,Alfonso; Stephanie Isabel,0,4,60
1648466685548,COGS 107A,A02,072962,Alfonso; Stephanie Isabel,0,4,60
1648466685548,COGS 107A,A03,072963,Alfonso; Stephanie Isabel,0,1,60
1648466685548,COGS 107A,A04,072964,Alfonso; Stephanie Isabel,0,1,60
1648466685548,COGS 107A,A05,072965,Alfonso; Stephanie Isabel,0,1,60
1648466688579,COGS 107B,A01,072967,Mooshagian; Eric Frederick,18,0,70
1648466688579,COGS 107B,A05,072971,Mooshagian; Eric Frederick,0,0,70
1648466691608,COGS 107C,A01,072973,Chiba; Andrea,0,0,60
1648466691608,COGS 107C,A02,072974,Chiba; Andrea,31,0,60
1648466691608,COGS 107C,A03,072975,Chiba; Andrea,32,0,60
1648466694649,COGS 108,A01,072977,Fleischer; Jason G,0,20,60
1648466694649,COGS 108,A02,072978,Fleischer; Jason G,0,24,60
1648466694649,COGS 108,A03,072979,Fleischer; Jason G,1,22,60
1648466694649,COGS 108,A04,072980,Fleischer; Jason G,0,24,60
1648466694649,COGS 108,A05,072981,Fleischer; Jason G,0,24,60
1648466694649,COGS 108,A06,072982,Fleischer; Jason G,0,23,60
1648466694649,COGS 108,A07,072983,Fleischer; Jason G,0,19,57
1648466697678,COGS 116,A01,072989,Greene; Deanna Jacquelyn,0,3,50
1648466700708,COGS 118A,A01,072991,Fleischer; Jason G,0,5,70
1648466700708,COGS 118A,A02,072992,Fleischer; Jason G,0,2,70
1648466700708,COGS 118A,A03,072993,Fleischer; Jason G,0,6,60
1648466700708,COGS 118A,A04,086568,Fleischer; Jason G,0,1,0
1648466703735,COGS 121,A01,072995,Staff,0,4,145
1648466706762,COGS 122,A01,072997,Dow; Steven P,0,21,60
1648466709791,COGS 123,A01,072999,Dow; Steven P,0,4,40
1648466709791,COGS 123,A02,073000,Dow; Steven P,0,5,40
1648466709791,COGS 123,A03,081916,Dow; Steven P,0,7,40
1648466709791,COGS 123,A04,081917,Dow; Steven P,0,7,40
1648466712821,COGS 142,A01,081914,Staff,5,0,50
1648466715848,COGS 153,A00,073001,Davis; Joshua Daniel,0,24,75
1648466718873,COGS 160,A00,073005,Deak; Gedeon O.,12,0,20
1648466721900,COGS 163,A01,073007,Boyle; Mary E. T.,1,19,68
1648466724926,COGS 164,A01,073009,Chiba; Andrea,0,34,68
1648466727957,COGS 170,A01,073011,Rangel; Lara M,0,23,70
1648466730986,COGS 178,A00,073014,Jernigan; Terry Lynne,0,7,75
1648466734015,COGS 184,A01,073018,Johnson; Christine M.,0,5,75
1648466737046,COGS 190C,A00,073019,Jernigan; Terry Lynne,9999,0,9999
1648466737046,COGS 190C,B00,073020,Chiba; Andrea,9999,0,9999
1648466737046,COGS 190C,C00,073021,Fleischer; Jason G,9999,0,9999
1648466737046,COGS 190C,D00,073022,Scott; Taylor Jackson,9999,0,9999
1648466737046,COGS 190C,E00,073023,Johnson; Christine M.,9999,0,9999
1648466737046,COGS 190C,F00,073024,Boyle; Mary E. T.,9999,0,9999
1648466737046,COGS 190C,G00,073025,Hoffman; Drew Ellen,9999,0,9999
1648466737046,COGS 190C,H00,073026,Mattar; Marcelo G,9999,0,9999
1648466737046,COGS 190C,I00,073027,Nitz; Douglas A.,9999,0,9999
1648466737046,COGS 190C,J00,073028,Rossano; Federico,9999,0,9999
1648466737046,COGS 190C,K00,073029,Ellis; Shannon Elizabeth,9999,0,9999
1648466737046,COGS 190C,L00,073030,De Sa; Virginia,9999,0,9999
1648466737046,COGS 190C,M00,073031,Bergen; Benjamin,9999,0,9999
1648466740071,COGS 190D,A00,073032,Kutas; Marta,20,0,20
1648466743112,COGS 194,A00,073033,Hill; Seth J,9999,0,9999
1648466746146,COGS 197,001,083552,Fleischer; Jason G,9998,0,9999
1648466749176,COGS 198,001,085175,Johnson; Christine M.,9999,0,9999
1648466752206,CSE 6R,A01,077385,Moshiri; Alexander Niema,0,41,150
1648466752206,CSE 6R,B01,082832,Moshiri; Alexander Niema,9,0,49
1648466755240,CSE 8A,A50,077387,Soosai Raj; Adalbert Geral,0,8,39
1648466755240,CSE 8A,A51,077388,Soosai Raj; Adalbert Geral,0,7,38
1648466755240,CSE 8A,A52,077389,Soosai Raj; Adalbert Geral,0,7,38
1648466755240,CSE 8A,B50,077391,Soosai Raj; Adalbert Geral,0,6,39
1648466755240,CSE 8A,B51,077392,Soosai Raj; Adalbert Geral,0,7,38
1648466755240,CSE 8A,B52,077393,Soosai Raj; Adalbert Geral,0,9,38
1648466755240,CSE 8A,C50,077395,Elsherif; May Elhussein,0,5,39
1648466755240,CSE 8A,C51,077396,Elsherif; May Elhussein,0,6,38
1648466755240,CSE 8A,C52,077397,Elsherif; May Elhussein,0,5,38
1648466755240,CSE 8A,D50,077399,Elsherif; May Elhussein,0,4,39
1648466755240,CSE 8A,D51,077400,Elsherif; May Elhussein,0,5,38
1648466755240,CSE 8A,D52,077401,Elsherif; May Elhussein,1,4,38
1648466758272,CSE 8B,A01,079903,Ochoa; Benjamin Lawrence,43,0,196
1648466761299,CSE 11,A01,079904,Miranda; Gregory Joseph,0,15,146
1648466761299,CSE 11,B01,079905,Miranda; Gregory Joseph,0,20,146
1648466764329,CSE 12,A01,077408,Cao; Yingjun,0,2,98
1648466764329,CSE 12,A02,077409,Cao; Yingjun,1,2,98
1648466764329,CSE 12,B01,077411,Cao; Yingjun,0,3,98
1648466764329,CSE 12,B02,077412,Cao; Yingjun,0,3,98
