time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total
1645095226827,COGS 1,A01,072894,Boyle; Mary E. T.,41,0,60
1645095226827,COGS 1,A02,072895,Boyle; Mary E. T.,50,0,60
1645095226827,COGS 1,A03,072896,Boyle; Mary E. T.,53,0,60
1645095226827,COGS 1,A04,072897,Boyle; Mary E. T.,59,0,60
1645095226827,COGS 1,A05,072898,Boyle; Mary E. T.,58,0,60
1645095226827,COGS 1,A06,072899,Boyle; Mary E. T.,54,0,60
1645095226827,COGS 1,A07,072900,Boyle; Mary E. T.,52,0,57
1645095229855,COGS 8,A01,072902,Staff,33,0,35
1645095232878,COGS 10,A01,072904,Klemmer; Scott R,52,0,60
1645095232878,COGS 10,A02,072905,Klemmer; Scott R,55,0,60
1645095232878,COGS 10,A03,072906,Klemmer; Scott R,55,0,60
1645095232878,COGS 10,A04,072907,Klemmer; Scott R,56,0,60
1645095232878,COGS 10,A05,072908,Klemmer; Scott R,57,0,60
1645095235901,COGS 11,A01,072910,Boroditsky; Lera,140,0,145
1645095238924,COGS 12,A00,072911,Boroditsky; Lera,45,0,50
1645095241952,COGS 14A,A01,072913,Davis; Joshua Daniel,0,0,60
1645095241952,COGS 14A,A02,072914,Davis; Joshua Daniel,43,0,60
1645095241952,COGS 14A,A03,072915,Davis; Joshua Daniel,54,0,60
1645095241952,COGS 14A,A04,072916,Davis; Joshua Daniel,28,0,60
1645095244981,COGS 14B,A01,072918,Barrera; Steven James,0,0,60
1645095244981,COGS 14B,A02,072919,Barrera; Steven James,37,0,60
1645095244981,COGS 14B,A03,072920,Barrera; Steven James,57,0,60
1645095248004,COGS 17,A01,072922,Johnson; Christine M.,50,0,60
1645095248004,COGS 17,A02,072923,Johnson; Christine M.,56,0,60
1645095248004,COGS 17,A03,072924,Johnson; Christine M.,51,0,60
1645095248004,COGS 17,A04,072925,Johnson; Christine M.,51,0,60
1645095248004,COGS 17,A05,072926,Johnson; Christine M.,45,0,60
1645095251035,COGS 18,A01,072928,Bardolph; Megan Dalene,0,0,35
1645095251035,COGS 18,A02,072929,Bardolph; Megan Dalene,0,0,35
1645095251035,COGS 18,A03,072930,Bardolph; Megan Dalene,0,0,35
1645095251035,COGS 18,A04,072931,Bardolph; Megan Dalene,0,0,35
1645095251035,COGS 18,A05,072932,Bardolph; Megan Dalene,0,0,35
1645095251035,COGS 18,A06,072933,Bardolph; Megan Dalene,0,0,35
1645095251035,COGS 18,A07,072934,Bardolph; Megan Dalene,11,0,35
1645095251035,COGS 18,A08,072935,Bardolph; Megan Dalene,24,0,35
1645095251035,COGS 18,B01,083188,Green; Daniel Richard,0,0,0
1645095254063,COGS 87,A00,073397,Deak; Gedeon O.,18,0,20
1645095257094,COGS 100,A01,072942,Scott; Taylor Jackson,0,0,60
1645095257094,COGS 100,A02,072943,Scott; Taylor Jackson,0,0,60
1645095257094,COGS 100,A03,072944,Scott; Taylor Jackson,0,0,60
1645095257094,COGS 100,A04,072945,Scott; Taylor Jackson,0,0,60
1645095257094,COGS 100,A05,072946,Scott; Taylor Jackson,0,0,60
1645095260117,COGS 101A,A01,072948,Barrera; Steven James,0,0,60
1645095260117,COGS 101A,A02,072949,Barrera; Steven James,0,0,60
1645095260117,COGS 101A,A03,072950,Barrera; Steven James,0,0,60
1645095260117,COGS 101A,A04,072951,Barrera; Steven James,0,0,60
1645095263140,COGS 101C,A01,072953,Staff,45,0,60
1645095263140,COGS 101C,A02,072954,Staff,56,0,60
1645095263140,COGS 101C,A03,072955,Staff,60,0,60
1645095266167,COGS 102C,A01,072958,Scott; Taylor Jackson,2,0,60
1645095266167,COGS 102C,A02,072959,Scott; Taylor Jackson,56,0,60
1645095269195,COGS 107A,A01,072961,Alfonso; Stephanie Isabel,0,0,60
1645095269195,COGS 107A,A02,072962,Alfonso; Stephanie Isabel,14,0,60
1645095269195,COGS 107A,A03,072963,Alfonso; Stephanie Isabel,53,0,60
1645095269195,COGS 107A,A04,072964,Alfonso; Stephanie Isabel,54,0,60
1645095269195,COGS 107A,A05,072965,Alfonso; Stephanie Isabel,60,0,60
1645095272223,COGS 107B,A01,072967,Mooshagian; Eric Frederick,45,0,60
1645095272223,COGS 107B,A02,072968,Mooshagian; Eric Frederick,51,0,60
