time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total
1644997276326,COGS 1,A01,072894,Boyle; Mary E. T.,48,0,60
1644997276326,COGS 1,A02,072895,Boyle; Mary E. T.,53,0,60
1644997276326,COGS 1,A03,072896,Boyle; Mary E. T.,57,0,60
1644997276326,COGS 1,A04,072897,Boyle; Mary E. T.,60,0,60
1644997276326,COGS 1,A05,072898,Boyle; Mary E. T.,60,0,60
1644997276326,COGS 1,A06,072899,Boyle; Mary E. T.,58,0,60
1644997276326,COGS 1,A07,072900,Boyle; Mary E. T.,53,0,57
1644997279349,COGS 8,A01,072902,Staff,33,0,35
1644997282372,COGS 10,A01,072904,Klemmer; Scott R,54,0,60
1644997282372,COGS 10,A02,072905,Klemmer; Scott R,57,0,60
1644997282372,COGS 10,A03,072906,Klemmer; Scott R,58,0,60
1644997282372,COGS 10,A04,072907,Klemmer; Scott R,60,0,60
1644997282372,COGS 10,A05,072908,Klemmer; Scott R,58,0,60
1644997285398,COGS 11,A01,072910,Boroditsky; Lera,141,0,145
1644997288422,COGS 12,A00,072911,Boroditsky; Lera,46,0,50
1644997291444,COGS 14A,A01,072913,Davis; Joshua Daniel,38,0,60
1644997291444,COGS 14A,A02,072914,Davis; Joshua Daniel,55,0,60
1644997291444,COGS 14A,A03,072915,Davis; Joshua Daniel,56,0,60
1644997291444,COGS 14A,A04,072916,Davis; Joshua Daniel,50,0,60
1644997294467,COGS 14B,A01,072918,Barrera; Steven James,33,0,60
1644997294467,COGS 14B,A02,072919,Barrera; Steven James,53,0,60
1644997294467,COGS 14B,A03,072920,Barrera; Steven James,59,0,60
1644997297492,COGS 17,A01,072922,Johnson; Christine M.,53,0,60
1644997297492,COGS 17,A02,072923,Johnson; Christine M.,59,0,60
1644997297492,COGS 17,A03,072924,Johnson; Christine M.,57,0,60
1644997297492,COGS 17,A04,072925,Johnson; Christine M.,58,0,60
1644997297492,COGS 17,A05,072926,Johnson; Christine M.,49,0,60
1644997300517,COGS 18,A01,072928,Bardolph; Megan Dalene,0,0,35
1644997300517,COGS 18,A02,072929,Bardolph; Megan Dalene,7,0,35
1644997300517,COGS 18,A03,072930,Bardolph; Megan Dalene,15,0,35
1644997300517,COGS 18,A04,072931,Bardolph; Megan Dalene,16,0,35
1644997300517,COGS 18,A05,072932,Bardolph; Megan Dalene,26,0,35
1644997300517,COGS 18,A06,072933,Bardolph; Megan Dalene,24,0,35
1644997300517,COGS 18,A07,072934,Bardolph; Megan Dalene,28,0,35
1644997300517,COGS 18,A08,072935,Bardolph; Megan Dalene,29,0,35
1644997300517,COGS 18,B01,083188,Green; Daniel Richard,0,0,0
1644997303543,COGS 87,A00,073397,Deak; Gedeon O.,19,0,20
1644997306569,COGS 100,A01,072942,Scott; Taylor Jackson,0,0,60
1644997306569,COGS 100,A02,072943,Scott; Taylor Jackson,14,0,60
1644997306569,COGS 100,A03,072944,Scott; Taylor Jackson,11,0,60
1644997306569,COGS 100,A04,072945,Scott; Taylor Jackson,40,0,60
1644997306569,COGS 100,A05,072946,Scott; Taylor Jackson,38,0,60
1644997309593,COGS 101A,A01,072948,Barrera; Steven James,0,0,60
1644997309593,COGS 101A,A02,072949,Barrera; Steven James,0,0,60
1644997309593,COGS 101A,A03,072950,Barrera; Steven James,0,0,60
1644997309593,COGS 101A,A04,072951,Barrera; Steven James,28,0,60
1644997312616,COGS 101C,A01,072953,Staff,53,0,60
1644997312616,COGS 101C,A02,072954,Staff,58,0,60
1644997312616,COGS 101C,A03,072955,Staff,60,0,60
1644997315652,COGS 102C,A01,072958,Scott; Taylor Jackson,8,0,60
1644997315652,COGS 102C,A02,072959,Scott; Taylor Jackson,57,0,60
1644997318674,COGS 107A,A01,072961,Alfonso; Stephanie Isabel,8,0,60
1644997318674,COGS 107A,A02,072962,Alfonso; Stephanie Isabel,45,0,60
1644997318674,COGS 107A,A03,072963,Alfonso; Stephanie Isabel,56,0,60
1644997318674,COGS 107A,A04,072964,Alfonso; Stephanie Isabel,58,0,60
1644997318674,COGS 107A,A05,072965,Alfonso; Stephanie Isabel,60,0,60
1644997321698,COGS 107B,A01,072967,Mooshagian; Eric Frederick,46,0,60
1644997321698,COGS 107B,A02,072968,Mooshagian; Eric Frederick,52,0,60
1644997321698,COGS 107B,A03,072969,Mooshagian; Eric Frederick,57,0,60
1644997321698,COGS 107B,A04,072970,Mooshagian; Eric Frederick,49,0,60
1644997321698,COGS 107B,A05,072971,Mooshagian; Eric Frederick,52,0,60
1644997324724,COGS 107C,A01,072973,Chiba; Andrea,22,0,60
1644997324724,COGS 107C,A02,072974,Chiba; Andrea,51,0,60
1644997324724,COGS 107C,A03,072975,Chiba; Andrea,51,0,60
1644997327748,COGS 108,A01,072977,Fleischer; Jason G,0,0,60
1644997327748,COGS 108,A02,072978,Fleischer; Jason G,0,0,60
1644997327748,COGS 108,A03,072979,Fleischer; Jason G,0,0,60
1644997327748,COGS 108,A04,072980,Fleischer; Jason G,0,0,60
1644997327748,COGS 108,A05,072981,Fleischer; Jason G,0,0,60
1644997327748,COGS 108,A06,072982,Fleischer; Jason G,0,0,60
1644997327748,COGS 108,A07,072983,Fleischer; Jason G,0,0,57
1644997330773,COGS 116,A01,072989,Greene; Deanna Jacquelyn,42,0,50
1644997333796,COGS 118A,A01,072991,Fleischer; Jason G,0,0,60
1644997333796,COGS 118A,A02,072992,Fleischer; Jason G,0,0,60
1644997333796,COGS 118A,A03,072993,Fleischer; Jason G,0,0,60
1644997336822,COGS 121,A01,072995,Staff,58,0,145
1644997339848,COGS 122,A01,072997,Dow; Steven P,0,0,60
1644997342875,COGS 123,A01,072999,Dow; Steven P,1,0,40
1644997342875,COGS 123,A02,073000,Dow; Steven P,26,0,40
1644997342875,COGS 123,A03,081916,Dow; Steven P,21,0,40
1644997342875,COGS 123,A04,081917,Dow; Steven P,0,0,40
1644997345897,COGS 142,A01,081914,Staff,44,0,50
1644997348920,COGS 153,A00,073001,Davis; Joshua Daniel,0,0,75
1644997351945,COGS 160,A00,073005,Deak; Gedeon O.,20,0,20
