time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total
1644920090329,COGS 1,A01,072894,Boyle; Mary E. T.,53,0,60
1644920090329,COGS 1,A02,072895,Boyle; Mary E. T.,56,0,60
1644920090329,COGS 1,A03,072896,Boyle; Mary E. T.,59,0,60
1644920090329,COGS 1,A04,072897,Boyle; Mary E. T.,60,0,60
1644920090329,COGS 1,A05,072898,Boyle; Mary E. T.,60,0,60
1644920090329,COGS 1,A06,072899,Boyle; Mary E. T.,58,0,60
1644920090329,COGS 1,A07,072900,Boyle; Mary E. T.,55,0,57
1644920093359,COGS 8,A01,072902,Staff,33,0,35
1644920096384,COGS 10,A01,072904,Klemmer; Scott R,56,0,60
1644920096384,COGS 10,A02,072905,Klemmer; Scott R,58,0,60
1644920096384,COGS 10,A03,072906,Klemmer; Scott R,59,0,60
1644920096384,COGS 10,A04,072907,Klemmer; Scott R,60,0,60
1644920096384,COGS 10,A05,072908,Klemmer; Scott R,58,0,60
1644920099407,COGS 11,A01,072910,Boroditsky; Lera,142,0,145
1644920102429,COGS 12,A00,072911,Boroditsky; Lera,48,0,50
1644920105458,COGS 14A,A01,072913,Davis; Joshua Daniel,53,0,60
1644920105458,COGS 14A,A02,072914,Davis; Joshua Daniel,57,0,60
1644920105458,COGS 14A,A03,072915,Davis; Joshua Daniel,56,0,60
1644920105458,COGS 14A,A04,072916,Davis; Joshua Daniel,55,0,60
1644920108490,COGS 14B,A01,072918,Barrera; Steven James,48,0,60
1644920108490,COGS 14B,A02,072919,Barrera; Steven James,57,0,60
1644920108490,COGS 14B,A03,072920,Barrera; Steven James,60,0,60
1644920111517,COGS 17,A01,072922,Johnson; Christine M.,55,0,60
1644920111517,COGS 17,A02,072923,Johnson; Christine M.,60,0,60
1644920111517,COGS 17,A03,072924,Johnson; Christine M.,58,0,60
1644920111517,COGS 17,A04,072925,Johnson; Christine M.,58,0,60
1644920111517,COGS 17,A05,072926,Johnson; Christine M.,52,0,60
1644920114546,COGS 18,A01,072928,Bardolph; Megan Dalene,10,0,35
1644920114546,COGS 18,A02,072929,Bardolph; Megan Dalene,23,0,35
1644920114546,COGS 18,A03,072930,Bardolph; Megan Dalene,25,0,35
1644920114546,COGS 18,A04,072931,Bardolph; Megan Dalene,26,0,35
1644920114546,COGS 18,A05,072932,Bardolph; Megan Dalene,29,0,35
1644920114546,COGS 18,A06,072933,Bardolph; Megan Dalene,27,0,35
1644920114546,COGS 18,A07,072934,Bardolph; Megan Dalene,29,0,35
1644920114546,COGS 18,A08,072935,Bardolph; Megan Dalene,30,0,35
1644920114546,COGS 18,B01,083188,Green; Daniel Richard,0,0,0
1644920117569,COGS 87,A00,073397,Deak; Gedeon O.,19,0,20
1644920120605,COGS 100,A01,072942,Scott; Taylor Jackson,28,0,60
1644920120605,COGS 100,A02,072943,Scott; Taylor Jackson,38,0,60
1644920120605,COGS 100,A03,072944,Scott; Taylor Jackson,40,0,60
1644920120605,COGS 100,A04,072945,Scott; Taylor Jackson,53,0,60
1644920120605,COGS 100,A05,072946,Scott; Taylor Jackson,48,0,60
1644920123631,COGS 101A,A01,072948,Barrera; Steven James,36,0,60
1644920123631,COGS 101A,A02,072949,Barrera; Steven James,19,0,60
1644920123631,COGS 101A,A03,072950,Barrera; Steven James,25,0,60
1644920123631,COGS 101A,A04,072951,Barrera; Steven James,57,0,60
1644920126657,COGS 101C,A01,072953,Staff,58,0,60
1644920126657,COGS 101C,A02,072954,Staff,58,0,60
1644920126657,COGS 101C,A03,072955,Staff,60,0,60
1644920129683,COGS 102C,A01,072958,Scott; Taylor Jackson,28,0,60
1644920129683,COGS 102C,A02,072959,Scott; Taylor Jackson,59,0,60
1644920132707,COGS 107A,A01,072961,Alfonso; Stephanie Isabel,39,0,60
1644920132707,COGS 107A,A02,072962,Alfonso; Stephanie Isabel,52,0,60
1644920132707,COGS 107A,A03,072963,Alfonso; Stephanie Isabel,56,0,60
1644920132707,COGS 107A,A04,072964,Alfonso; Stephanie Isabel,59,0,60
1644920132707,COGS 107A,A05,072965,Alfonso; Stephanie Isabel,60,0,60
1644920135735,COGS 107B,A01,072967,Mooshagian; Eric Frederick,50,0,60
1644920135735,COGS 107B,A02,072968,Mooshagian; Eric Frederick,55,0,60
1644920135735,COGS 107B,A03,072969,Mooshagian; Eric Frederick,57,0,60
1644920135735,COGS 107B,A04,072970,Mooshagian; Eric Frederick,52,0,60
1644920135735,COGS 107B,A05,072971,Mooshagian; Eric Frederick,54,0,60
1644920138764,COGS 107C,A01,072973,Chiba; Andrea,32,0,60
1644920138764,COGS 107C,A02,072974,Chiba; Andrea,54,0,60
1644920138764,COGS 107C,A03,072975,Chiba; Andrea,55,0,60
1644920141793,COGS 108,A01,072977,Fleischer; Jason G,0,0,60
1644920141793,COGS 108,A02,072978,Fleischer; Jason G,11,0,60
1644920141793,COGS 108,A03,072979,Fleischer; Jason G,7,0,60
1644920141793,COGS 108,A04,072980,Fleischer; Jason G,27,0,60
1644920141793,COGS 108,A05,072981,Fleischer; Jason G,50,0,60
1644920141793,COGS 108,A06,072982,Fleischer; Jason G,36,0,60
1644920141793,COGS 108,A07,072983,Fleischer; Jason G,37,0,57
1644920144821,COGS 116,A01,072989,Greene; Deanna Jacquelyn,43,0,50
