time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1658048139614,COGS 9,A01,083615,Shannon; Kyle Michael,11,0,75,64
1658048145638,COGS 11,A01,083617,Boyle; Mary E. T.,23,0,48,25
1658048151669,COGS 13,A01,083071,Bastos; Amalia Pinkusfeld,12,0,71,59
1658048157693,COGS 14A,A01,092681,Semenuks; Arturs,5,1,100,95
1658048163722,COGS 14B,A01,083073,Cheng; Tzu-Han,7,0,63,56
1658048169746,COGS 17,A01,092677,Semenuks; Arturs,7,0,81,74
1658048175774,COGS 100,A01,083619,Allen; Michael Gordon,17,0,70,53
1658048181802,COGS 101A,A01,083621,Davis; Joshua Daniel,9,0,68,59
1658048187829,COGS 101B,A01,091572,Allen; Michael Gordon,14,0,65,51
1658048193856,COGS 101C,A01,083625,Delgado; Tania,17,0,35,18
1658048199884,COGS 107A,A01,083627,Boyle; Mary E. T.,14,0,60,46
1658048205908,COGS 118A,A01,083075,Gupta; Anjum,21,0,76,55
1658048211937,CSE 3,A50,083646,Miranda; Gregory Joseph,24,0,50,26
1658048217966,CSE 8A,A50,083650,Miranda; Gregory Joseph,17,1,56,39
1658048223991,CSE 11,A01,083080,Cao; Yingjun,7,15,40,33
1658048230015,CSE 12,A01,083652,Krause-Levy; Sophia Louisa,30,1,120,90
1658048236045,CSE 15L,A01,083654,Morris; Justin Loren,9,0,50,41
1658048236045,CSE 15L,A02,083655,Morris; Justin Loren,11,0,50,39
1658048242070,CSE 20,A01,083657,Tran; Khoa Dang,39,0,80,41
1658048248097,CSE 21,A01,095574,Bach; Quang Tran,23,0,48,25
1658048254122,CSE 30,A01,083084,Eldon; John,8,0,80,72
1658048254122,CSE 30,B01,095061,Bhaskar; Nishant,9,0,50,41
1658048260158,CSE 100,A01,083659,Cao; Yingjun,5,4,70,65
1658048266182,CSE 134B,A01,083661,Powell; Thomas Allan,25,0,100,75
1658048272209,CSE 140,A01,083663,Gungor; Onat,17,0,85,68
1658048278236,CSE 140L,A01,083088,Eldon; John,23,0,100,77
1658048284265,CSE 175,A01,083665,Kumar; Rakesh,3,0,25,22
1658048290289,CSE 190,A00,092507,Dubnov; Shlomo,8,0,20,12
1658048296318,ECE 45,A01,083139,Congero; Spencer William,7,0,75,68
1658048302348,ECE 65,A50,083695,Saad; Andrew S,12,0,30,18
1658048302348,ECE 65,A51,095125,Saad; Andrew S,24,0,26,2
1658048308374,ECE 109,A01,091882,Touri; Behrouz,21,0,70,49
1658048314398,ECE 180,A00,083140,Abi Samra; Nicholas Camill,1,0,30,29
1658048314398,ECE 180,B00,083141,Abi Samra; Nicholas Camill,0,0,30,30
1658048320425,MATH 10A,A01,083735,Patchell; Gregory David,2,0,30,28
1658048320425,MATH 10A,A02,083736,Patchell; Gregory David,20,0,30,10
1658048320425,MATH 10A,A03,083737,Patchell; Gregory David,16,0,30,14
1658048326458,MATH 10B,A01,083207,Lim; Seonhee,9,0,34,25
1658048326458,MATH 10B,A02,083208,Lim; Seonhee,10,0,35,25
1658048326458,MATH 10B,A03,093472,Lim; Seonhee,7,0,34,27
1658048326458,MATH 10B,B01,083739,Sinha; Shubham,14,0,30,16
1658048332486,MATH 18,A01,083743,Cinel; Cameron Alexander,9,0,30,21
1658048332486,MATH 18,A02,083744,Cinel; Cameron Alexander,18,0,30,12
1658048332486,MATH 18,A03,083745,Cinel; Cameron Alexander,10,0,30,20
1658048332486,MATH 18,B01,083748,Rideout; David Porter,5,0,37,32
1658048332486,MATH 18,B02,083749,Rideout; David Porter,5,0,36,31
1658048332486,MATH 18,B03,083750,Rideout; David Porter,3,0,37,34
1658048332486,MATH 18,B04,083751,Rideout; David Porter,7,0,36,29
1658048332486,MATH 18,B05,093473,Rideout; David Porter,7,0,36,29
1658048332486,MATH 18,B06,093474,Rideout; David Porter,6,0,36,30
1658048338515,MATH 20A,A01,083754,Zheng; Zequn,14,0,40,26
1658048344544,MATH 20B,A01,083756,Briones; Jor-el Thomas Caparas,4,0,36,32
1658048344544,MATH 20B,A02,083757,Briones; Jor-el Thomas Caparas,1,0,36,35
1658048344544,MATH 20B,A03,093475,Briones; Jor-el Thomas Caparas,3,0,36,33
1658048350568,MATH 20C,A01,083760,Briones; Jor-el Thomas Caparas,1,0,35,34
