time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1657365158030,COGS 9,A01,083615,Shannon; Kyle Michael,8,0,75,67
1657365164064,COGS 11,A01,083617,Boyle; Mary E. T.,22,0,48,26
1657365170104,COGS 13,A01,083071,Bastos; Amalia Pinkusfeld,11,0,71,60
1657365176135,COGS 14A,A01,092681,Semenuks; Arturs,4,1,100,96
1657365182178,COGS 14B,A01,083073,Cheng; Tzu-Han,6,0,63,57
1657365188207,COGS 17,A01,092677,Semenuks; Arturs,6,0,81,75
1657365194242,COGS 100,A01,083619,Allen; Michael Gordon,17,0,70,53
1657365200284,COGS 101A,A01,083621,Davis; Joshua Daniel,9,0,68,59
1657365206313,COGS 101B,A01,091572,Allen; Michael Gordon,11,0,65,54
1657365212350,COGS 101C,A01,083625,Delgado; Tania,17,0,35,18
1657365218388,COGS 107A,A01,083627,Boyle; Mary E. T.,13,0,60,47
1657365224417,COGS 118A,A01,083075,Gupta; Anjum,20,0,76,56
1657365230452,CSE 3,A50,083646,Miranda; Gregory Joseph,24,0,50,26
1657365236485,CSE 8A,A50,083650,Miranda; Gregory Joseph,17,1,56,39
1657365242517,CSE 11,A01,083080,Cao; Yingjun,6,15,40,34
1657365248548,CSE 12,A01,083652,Krause-Levy; Sophia Louisa,28,1,120,92
1657365254586,CSE 15L,A01,083654,Morris; Justin Loren,9,0,50,41
1657365254586,CSE 15L,A02,083655,Morris; Justin Loren,9,0,50,41
1657365260623,CSE 20,A01,083657,Tran; Khoa Dang,39,0,80,41
1657365266650,CSE 21,A01,095574,Bach; Quang Tran,22,0,48,26
1657365272684,CSE 30,A01,083084,Eldon; John,4,0,80,76
1657365272684,CSE 30,B01,095061,Bhaskar; Nishant,9,0,50,41
1657365278715,CSE 100,A01,083659,Cao; Yingjun,5,4,70,65
1657365284746,CSE 134B,A01,083661,Powell; Thomas Allan,22,0,100,78
1657365290778,CSE 140,A01,083663,Gungor; Onat,14,0,85,71
1657365296809,CSE 140L,A01,083088,Eldon; John,21,0,100,79
1657365302845,CSE 175,A01,083665,Kumar; Rakesh,3,0,25,22
1657365308874,CSE 190,A00,092507,Dubnov; Shlomo,7,0,20,13
1657365314916,ECE 45,A01,083139,Congero; Spencer William,6,0,75,69
1657365320948,ECE 65,A50,083695,Saad; Andrew S,12,0,30,18
1657365320948,ECE 65,A51,095125,Saad; Andrew S,24,0,26,2
1657365326977,ECE 109,A01,091882,Touri; Behrouz,19,0,70,51
