time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1657192942028,COGS 9,A01,083615,Shannon; Kyle Michael,7,0,75,68
1657192948059,COGS 11,A01,083617,Boyle; Mary E. T.,22,0,48,26
1657192954085,COGS 13,A01,083071,Bastos; Amalia Pinkusfeld,9,0,71,62
1657192960122,COGS 14A,A01,092681,Semenuks; Arturs,1,1,100,99
1657192966152,COGS 14B,A01,083073,Cheng; Tzu-Han,6,0,63,57
1657192972186,COGS 17,A01,092677,Semenuks; Arturs,4,0,81,77
1657192978218,COGS 100,A01,083619,Allen; Michael Gordon,15,0,70,55
1657192984247,COGS 101A,A01,083621,Davis; Joshua Daniel,9,0,68,59
1657192990278,COGS 101B,A01,091572,Allen; Michael Gordon,9,0,65,56
1657192996310,COGS 101C,A01,083625,Delgado; Tania,17,0,35,18
1657193002339,COGS 107A,A01,083627,Boyle; Mary E. T.,13,0,60,47
1657193008370,COGS 118A,A01,083075,Gupta; Anjum,16,0,76,60
1657193014398,CSE 3,A50,083646,Miranda; Gregory Joseph,24,0,50,26
1657193020433,CSE 8A,A50,083650,Miranda; Gregory Joseph,17,1,56,39
1657193026461,CSE 11,A01,083080,Cao; Yingjun,5,15,40,35
1657193032489,CSE 12,A01,083652,Krause-Levy; Sophia Louisa,24,1,120,96
1657193038521,CSE 15L,A01,083654,Morris; Justin Loren,9,0,50,41
1657193038521,CSE 15L,A02,083655,Morris; Justin Loren,9,0,50,41
1657193044556,CSE 20,A01,083657,Tran; Khoa Dang,38,0,80,42
1657193050585,CSE 21,A01,095574,Bach; Quang Tran,22,0,48,26
1657193056615,CSE 30,A01,083084,Eldon; John,4,0,80,76
1657193056615,CSE 30,B01,095061,Bhaskar; Nishant,7,0,50,43
1657193062650,CSE 100,A01,083659,Cao; Yingjun,4,4,70,66
1657193068684,CSE 134B,A01,083661,Powell; Thomas Allan,20,0,100,80
1657193074713,CSE 140,A01,083663,Gungor; Onat,13,0,85,72
1657193080741,CSE 140L,A01,083088,Eldon; John,17,0,100,83
1657193086772,CSE 175,A01,083665,Kumar; Rakesh,3,0,25,22
1657193092802,CSE 190,A00,092507,Dubnov; Shlomo,7,0,20,13
1657193098839,ECE 45,A01,083139,Congero; Spencer William,5,0,75,70
1657193104868,ECE 65,A50,083695,Saad; Andrew S,12,0,30,18
1657193104868,ECE 65,A51,095125,Saad; Andrew S,25,0,26,1
1657193110900,ECE 109,A01,091882,Touri; Behrouz,19,0,70,51
1657193116936,ECE 180,A00,083140,Abi Samra; Nicholas Camill,1,0,30,29
1657193116936,ECE 180,B00,083141,Abi Samra; Nicholas Camill,0,0,30,30
1657193122969,MATH 10A,A01,083735,Patchell; Gregory David,2,0,30,28
1657193122969,MATH 10A,A02,083736,Patchell; Gregory David,20,0,30,10
1657193122969,MATH 10A,A03,083737,Patchell; Gregory David,16,0,30,14
1657193129006,MATH 10B,A01,083207,Lim; Seonhee,7,0,34,27
1657193129006,MATH 10B,A02,083208,Lim; Seonhee,9,0,35,26
1657193129006,MATH 10B,A03,093472,Lim; Seonhee,5,0,34,29
1657193129006,MATH 10B,B01,083739,Sinha; Shubham,10,0,30,20
1657193135033,MATH 18,A01,083743,Cinel; Cameron Alexander,6,0,30,24
1657193135033,MATH 18,A02,083744,Cinel; Cameron Alexander,15,0,30,15
1657193135033,MATH 18,A03,083745,Cinel; Cameron Alexander,8,0,30,22
1657193135033,MATH 18,B01,083748,Rideout; David Porter,4,0,37,33
1657193135033,MATH 18,B02,083749,Rideout; David Porter,4,0,36,32
1657193135033,MATH 18,B03,083750,Rideout; David Porter,2,0,37,35
1657193135033,MATH 18,B04,083751,Rideout; David Porter,5,0,36,31
1657193135033,MATH 18,B05,093473,Rideout; David Porter,5,0,36,31
1657193135033,MATH 18,B06,093474,Rideout; David Porter,5,0,36,31
1657193141066,MATH 20A,A01,083754,Zheng; Zequn,13,0,40,27
1657193147102,MATH 20B,A01,083756,Briones; Jor-el Thomas Caparas,1,0,36,35
1657193147102,MATH 20B,A02,083757,Briones; Jor-el Thomas Caparas,1,0,36,35
1657193147102,MATH 20B,A03,093475,Briones; Jor-el Thomas Caparas,1,0,36,35
1657193153131,MATH 20C,A01,083760,Briones; Jor-el Thomas Caparas,1,0,35,34
1657193153131,MATH 20C,A02,083761,Briones; Jor-el Thomas Caparas,8,0,35,27
1657193153131,MATH 20C,A03,093476,Briones; Jor-el Thomas Caparas,0,1,36,36
1657193153131,MATH 20C,B01,083762,Bach; Quang Tran,1,0,30,29
1657193159164,MATH 20D,A01,083765,Tran; Brian Kha,4,0,30,26
1657193159164,MATH 20D,A02,083766,Tran; Brian Kha,5,0,30,25
1657193159164,MATH 20D,A03,083767,Tran; Brian Kha,4,0,30,26
1657193165194,MATH 20E,A01,083771,Ganguly; Soumya,7,0,32,25
1657193165194,MATH 20E,A02,083772,Ganguly; Soumya,7,0,32,25
1657193165194,MATH 20E,B01,083773,Ciotti; Benjamin,19,0,35,16
1657193165194,MATH 20E,B02,083774,Ciotti; Benjamin,17,0,35,18
1657193171228,MATH 103A,A01,083777,Greenfeld; Be'Eri,2,0,36,34
1657193171228,MATH 103A,A02,083778,Greenfeld; Be'Eri,5,0,36,31
1657193171228,MATH 103A,A03,093561,Greenfeld; Be'Eri,4,0,36,32
1657193171228,MATH 103A,B01,083779,Greenfeld; Be'Eri,6,0,36,30
1657193171228,MATH 103A,B02,083780,Greenfeld; Be'Eri,3,0,36,33
1657193171228,MATH 103A,B03,093562,Greenfeld; Be'Eri,3,0,36,33
1657193177262,MATH 105,A01,085443,Carter; Anne Toulson,14,0,35,21
1657193177262,MATH 105,A02,093477,Carter; Anne Toulson,20,0,35,15
1657193183294,MATH 109,A01,083213,Ganzberger; Geoffrey Michael,2,0,34,32
1657193183294,MATH 109,A02,083214,Ganzberger; Geoffrey Michael,4,0,34,30
1657193183294,MATH 109,A03,093478,Ganzberger; Geoffrey Michael,1,0,34,33
1657193183294,MATH 109,B01,083215,Ganzberger; Geoffrey Michael,1,0,32,31
1657193183294,MATH 109,B02,083216,Ganzberger; Geoffrey Michael,1,0,32,31
1657193183294,MATH 109,B03,093479,Ganzberger; Geoffrey Michael,7,0,32,25
1657193189326,MATH 142A,A01,083219,Chow; Bennett,6,0,32,26
1657193189326,MATH 142A,A02,083220,Chow; Bennett,10,0,32,22
1657193189326,MATH 142A,A03,093480,Chow; Bennett,7,0,32,25
1657193189326,MATH 142A,B03,093481,Chow; Bennett,8,0,32,24
1657193189326,MATH 142A,B04,093558,Chow; Bennett,11,0,32,21
1657193189326,MATH 142A,B05,093559,Chow; Bennett,6,0,32,26
1657193195364,MATH 193A,A01,083224,Rotar; Vladimir,7,0,34,27
1657193195364,MATH 193A,A02,083225,Rotar; Vladimir,5,0,34,29
1657193195364,MATH 193A,A03,083781,Rotar; Vladimir,1,0,34,33
1657193195364,MATH 193A,A04,083782,Rotar; Vladimir,8,0,34,26
1657193195364,MATH 193A,A05,093482,Rotar; Vladimir,6,0,34,28
1657193201393,MATH 197,001,091859,McAuley; Julian John,9999,0,9999,0
1657193201393,MATH 197,002,095566,Kedlaya; Kiran S.,9997,0,9999,2
1657193201393,MATH 197,003,095567,Xiao; Ming,9999,0,9999,0
1657193201393,MATH 197,004,095571,Perols; Johan Lars,9998,0,9999,1
1657193208498,COGS 9,A01,083615,Shannon; Kyle Michael,7,0,75,68
1657193214526,COGS 11,A01,083617,Boyle; Mary E. T.,22,0,48,26
1657193220561,COGS 13,A01,083071,Bastos; Amalia Pinkusfeld,9,0,71,62
1657193226591,COGS 14A,A01,092681,Semenuks; Arturs,1,1,100,99
1657193232622,COGS 14B,A01,083073,Cheng; Tzu-Han,6,0,63,57
1657193238657,COGS 17,A01,092677,Semenuks; Arturs,4,0,81,77
1657193244691,COGS 100,A01,083619,Allen; Michael Gordon,15,0,70,55
1657193250722,COGS 101A,A01,083621,Davis; Joshua Daniel,9,0,68,59
1657193256753,COGS 101B,A01,091572,Allen; Michael Gordon,9,0,65,56
1657193262784,COGS 101C,A01,083625,Delgado; Tania,17,0,35,18
1657193268813,COGS 107A,A01,083627,Boyle; Mary E. T.,13,0,60,47
1657193274842,COGS 118A,A01,083075,Gupta; Anjum,16,0,76,60
1657193280872,CSE 3,A50,083646,Miranda; Gregory Joseph,24,0,50,26
1657193286904,CSE 8A,A50,083650,Miranda; Gregory Joseph,17,1,56,39
1657193292935,CSE 11,A01,083080,Cao; Yingjun,5,15,40,35
1657193298973,CSE 12,A01,083652,Krause-Levy; Sophia Louisa,24,1,120,96
1657193305000,CSE 15L,A01,083654,Morris; Justin Loren,9,0,50,41
1657193305000,CSE 15L,A02,083655,Morris; Justin Loren,9,0,50,41
1657193311035,CSE 20,A01,083657,Tran; Khoa Dang,38,0,80,42
1657193317063,CSE 21,A01,095574,Bach; Quang Tran,22,0,48,26
1657193323092,CSE 30,A01,083084,Eldon; John,4,0,80,76
1657193323092,CSE 30,B01,095061,Bhaskar; Nishant,7,0,50,43
1657193329119,CSE 100,A01,083659,Cao; Yingjun,4,4,70,66
1657193335152,CSE 134B,A01,083661,Powell; Thomas Allan,20,0,100,80
1657193341179,CSE 140,A01,083663,Gungor; Onat,13,0,85,72
1657193347207,CSE 140L,A01,083088,Eldon; John,17,0,100,83
1657193353239,CSE 175,A01,083665,Kumar; Rakesh,3,0,25,22
1657193359268,CSE 190,A00,092507,Dubnov; Shlomo,7,0,20,13
1657193365299,ECE 45,A01,083139,Congero; Spencer William,5,0,75,70
1657193371331,ECE 65,A50,083695,Saad; Andrew S,12,0,30,18
1657193371331,ECE 65,A51,095125,Saad; Andrew S,25,0,26,1
1657193377359,ECE 109,A01,091882,Touri; Behrouz,19,0,70,51
1657193383389,ECE 180,A00,083140,Abi Samra; Nicholas Camill,1,0,30,29
1657193383389,ECE 180,B00,083141,Abi Samra; Nicholas Camill,0,0,30,30
1657193389426,MATH 10A,A01,083735,Patchell; Gregory David,2,0,30,28
1657193389426,MATH 10A,A02,083736,Patchell; Gregory David,20,0,30,10
1657193389426,MATH 10A,A03,083737,Patchell; Gregory David,16,0,30,14
1657193395459,MATH 10B,A01,083207,Lim; Seonhee,7,0,34,27
1657193395459,MATH 10B,A02,083208,Lim; Seonhee,9,0,35,26
1657193395459,MATH 10B,A03,093472,Lim; Seonhee,5,0,34,29
1657193395459,MATH 10B,B01,083739,Sinha; Shubham,10,0,30,20
1657193401493,MATH 18,A01,083743,Cinel; Cameron Alexander,6,0,30,24
1657193401493,MATH 18,A02,083744,Cinel; Cameron Alexander,15,0,30,15
1657193401493,MATH 18,A03,083745,Cinel; Cameron Alexander,8,0,30,22
1657193401493,MATH 18,B01,083748,Rideout; David Porter,4,0,37,33
1657193401493,MATH 18,B02,083749,Rideout; David Porter,4,0,36,32
1657193401493,MATH 18,B03,083750,Rideout; David Porter,2,0,37,35
1657193401493,MATH 18,B04,083751,Rideout; David Porter,5,0,36,31
1657193401493,MATH 18,B05,093473,Rideout; David Porter,5,0,36,31
