time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1653501808786,AAS 10,A01,085689,Butler; Elizabeth Annette,21,0,34,13
1653501808786,AAS 10,A02,085690,Butler; Elizabeth Annette,22,0,34,12
1653501809313,AAS 170,A00,085691,Butler; Elizabeth Annette,29,0,32,3
1653501809840,AIP 197,001,085683,Staff,100,0,100,0
1653501809840,AIP 197,002,085684,Rao; Ramesh R,50,0,50,0
1653501810362,AIP 197DC,001,085696,Anderson; Patrick W.,27,0,27,0
1653501810903,AIP 197T,A00,085685,Anderson; Patrick W.,15,0,15,0
1653501811432,ANAR 100,A00,094326,Fortier; Jana,20,0,25,5
1653501811960,ANAR 104,A01,085846,Staff,6,0,15,9
1653501812484,ANAR 120,A00,085847,Staff,7,0,15,8
1653501813008,ANAR 143,A00,094288,Staff,26,0,32,6
1653501813547,ANBI 100,A00,085849,Marchetto; Maria Carolina,31,0,34,3
1653501814075,ANBI 112,A00,085850,Marchetto; Maria Carolina,3,0,28,25
1653501814598,ANBI 118,A00,085851,Fox; Patrick Keolu Ozer,30,0,32,2
1653501815125,ANBI 136,A00,085852,Semendeferi; Ekaterini,17,0,22,5
1653501815651,ANBI 141,A00,085854,Gagneux; Pascal,162,0,192,30
1653501816174,ANBI 145,A00,085855,Staff,23,0,32,9
1653501816711,ANBI 175,A00,085857,Staff,26,0,32,6
1653501817239,ANSC 104,A00,094290,Yeh; Rihan Wen Xin,35,0,46,11
1653501817767,ANSC 105,A00,085859,Olivas Hernandez; Olga Lid,32,0,37,5
1653501818298,ANSC 120,A00,085860,Jassal; Aftab,41,0,56,15
1653501818835,ANSC 121,A00,085861,Staff,18,0,32,14
1653501819884,ANSC 148,A00,085866,Staff,70,0,73,3
1653501820414,ANSC 169,A00,085869,Fortier; Jana,18,0,25,7
1653501820946,ANSC 175,A00,085871,Pedersen; David,22,0,32,10
1653501821490,ANTH 1,A00,085803,Varma; Saiba,139,0,146,7
1653501822028,ANTH 2,A01,085805,Staff,38,0,44,6
1653501822028,ANTH 2,A02,085806,Staff,42,0,44,2
1653501822028,ANTH 2,A03,085807,Staff,44,0,44,0
1653501822028,ANTH 2,A04,085808,Staff,44,0,44,0
1653501822028,ANTH 2,A05,085809,Staff,39,0,40,1
1653501822558,ANTH 4,A01,085811,Yeh; Rihan Wen Xin,31,0,32,1
1653501822558,ANTH 4,A02,095113,Yeh; Rihan Wen Xin,32,0,32,0
1653501822558,ANTH 4,A03,095114,Yeh; Rihan Wen Xin,32,0,32,0
1653501822558,ANTH 4,A04,095115,Yeh; Rihan Wen Xin,34,0,34,0
1653501823096,ANTH 10,A00,085814,Stewart; Alexander B,0,0,0,1
1653501823630,ANTH 21,A01,085816,Kang; Byung Chu,31,0,35,4
1653501823630,ANTH 21,A02,085817,Kang; Byung Chu,35,0,35,0
1653501823630,ANTH 21,A03,085818,Kang; Byung Chu,34,0,35,1
1653501823630,ANTH 21,A04,085819,Kang; Byung Chu,33,0,35,2
1653501823630,ANTH 21,A05,085820,Kang; Byung Chu,28,0,35,7
1653501823630,ANTH 21,A06,085821,Kang; Byung Chu,26,0,35,9
1653501823630,ANTH 21,A07,085822,Kang; Byung Chu,32,0,35,3
1653501823630,ANTH 21,A08,085823,Kang; Byung Chu,34,0,35,1
1653501823630,ANTH 21,A09,085824,Kang; Byung Chu,0,0,0,0
1653501823630,ANTH 21,A10,085825,Kang; Byung Chu,0,0,0,0
1653501823630,ANTH 21,A11,095111,Kang; Byung Chu,30,0,30,0
1653501823630,ANTH 21,A12,095112,Kang; Byung Chu,30,0,30,0
1653501823630,ANTH 21,B01,085827,Staff,36,0,36,0
1653501823630,ANTH 21,B02,085828,Staff,36,0,36,0
1653501823630,ANTH 21,B03,085829,Staff,36,0,36,0
1653501823630,ANTH 21,B04,085830,Staff,37,0,38,1
1653501824162,ANTH 23,A01,085832,Stewart; Alexander B,31,0,31,0
1653501824162,ANTH 23,A02,085833,Stewart; Alexander B,31,0,31,0
1653501824162,ANTH 23,A03,085834,Stewart; Alexander B,31,0,31,0
1653501824162,ANTH 23,A04,085835,Stewart; Alexander B,29,0,31,2
1653501824162,ANTH 23,A05,085836,Stewart; Alexander B,29,0,31,2
1653501824162,ANTH 23,A06,085837,Stewart; Alexander B,0,0,0,0
1653501824162,ANTH 23,A07,085838,Stewart; Alexander B,0,0,0,0
1653501824687,ANTH 87,A00,085842,Staff,20,0,20,0
1653501824687,ANTH 87,B00,085843,Staff,20,0,20,0
1653501825217,ANTH 101,A01,085873,Goldstein; Paul S,24,0,36,12
1653501825217,ANTH 101,A02,085874,Goldstein; Paul S,28,0,36,8
1653501825217,ANTH 101,A03,085875,Goldstein; Paul S,32,0,36,4
1653501825217,ANTH 101,A04,085876,Goldstein; Paul S,29,0,38,9
1653501825741,ANTH 105,A00,085877,Staff,36,0,40,4
1653501826270,ANTH 108,A00,085878,Staff,29,0,32,3
1653501826793,ANTH 192,A00,094234,Kaiser; Bronwyn Nicole & Non; Amy L,18,0,20,2
1653501827319,ANTH 196A,A00,085879,Varma; Saiba,20,0,20,0
1653501827868,AWP 3,001,085697,Staff,13,0,13,0
1653501827868,AWP 3,002,085698,Staff,13,0,13,0
1653501827868,AWP 3,003,085699,Staff,13,0,13,0
1653501827868,AWP 3,004,085700,Staff,0,0,0,0
1653501827868,AWP 3,005,085701,Staff,0,0,0,0
1653501827868,AWP 3,006,085703,Staff,0,0,0,0
1653501827868,AWP 3,007,085704,Staff,13,0,13,0
1653501827868,AWP 3,008,085707,Staff,0,0,0,0
1653501827868,AWP 3,009,085709,Staff,13,0,13,0
1653501827868,AWP 3,010,085710,Staff,13,0,13,0
1653501827868,AWP 3,011,085711,Staff,0,0,0,0
1653501827868,AWP 3,012,085712,Staff,0,0,0,0
1653501827868,AWP 3,013,085713,Staff,13,0,13,0
1653501827868,AWP 3,014,085715,Staff,13,0,13,0
1653501827868,AWP 3,015,085717,Staff,13,0,13,0
1653501827868,AWP 3,016,085719,Staff,13,0,13,0
1653501827868,AWP 3,017,085720,Staff,13,0,13,0
1653501827868,AWP 3,018,085721,Staff,13,0,13,0
1653501827868,AWP 3,019,085722,Staff,13,0,13,0
1653501827868,AWP 3,020,085723,Staff,13,0,13,0
1653501827868,AWP 3,021,085724,Staff,13,0,13,0
1653501827868,AWP 3,022,085725,Staff,13,0,13,0
1653501827868,AWP 3,023,085726,Staff,13,0,13,0
1653501827868,AWP 3,024,085727,Staff,13,0,13,0
1653501827868,AWP 3,025,085728,Staff,13,0,13,0
1653501827868,AWP 3,026,085729,Staff,13,0,13,0
1653501827868,AWP 3,027,085730,Staff,13,0,13,0
1653501827868,AWP 3,028,085731,Staff,12,0,13,1
1653501827868,AWP 3,029,085732,Staff,13,0,13,0
1653501827868,AWP 3,030,085733,Staff,13,0,13,0
1653501827868,AWP 3,031,085734,Staff,13,0,13,0
1653501827868,AWP 3,032,085735,Staff,13,0,13,0
1653501827868,AWP 3,033,085736,Staff,13,0,13,0
1653501827868,AWP 3,034,085737,Staff,13,0,13,0
1653501827868,AWP 3,035,085738,Staff,13,0,13,0
1653501827868,AWP 3,036,085739,Staff,13,0,13,0
1653501827868,AWP 3,037,085740,Staff,13,0,13,0
1653501827868,AWP 3,038,085741,Staff,13,0,13,0
1653501827868,AWP 3,039,085742,Staff,13,0,13,0
1653501827868,AWP 3,040,085743,Staff,13,0,13,0
1653501827868,AWP 3,041,085744,Staff,13,0,13,0
1653501827868,AWP 3,042,085745,Staff,13,0,13,0
1653501827868,AWP 3,043,085746,Staff,13,0,13,0
1653501827868,AWP 3,044,085747,Staff,13,0,13,0
1653501827868,AWP 3,045,085748,Staff,13,0,13,0
1653501827868,AWP 3,046,085749,Staff,13,0,13,0
1653501827868,AWP 3,047,085750,Staff,13,0,13,0
1653501827868,AWP 3,048,085751,Staff,13,0,13,0
1653501827868,AWP 3,049,085752,Staff,13,0,13,0
1653501827868,AWP 3,050,085753,Staff,13,0,13,0
1653501827868,AWP 3,051,085754,Staff,13,0,13,0
1653501827868,AWP 3,052,085755,Staff,0,0,0,0
1653501827868,AWP 3,053,085756,Staff,13,0,13,0
1653501827868,AWP 3,054,085757,Staff,0,0,0,0
1653501827868,AWP 3,055,085758,Staff,13,0,13,0
1653501827868,AWP 3,056,085759,Staff,13,0,13,0
1653501827868,AWP 3,057,085760,Staff,13,0,13,0
1653501827868,AWP 3,058,085761,Staff,13,0,13,0
1653501827868,AWP 3,059,085762,Staff,13,0,13,0
1653501827868,AWP 3,060,085763,Staff,13,0,13,0
1653501827868,AWP 3,061,085764,Staff,13,0,13,0
1653501827868,AWP 3,062,085765,Staff,13,0,13,0
1653501827868,AWP 3,063,085766,Staff,13,0,13,0
1653501827868,AWP 3,064,085767,Staff,13,0,13,0
1653501827868,AWP 3,065,085768,Staff,13,0,13,0
1653501827868,AWP 3,066,085769,Staff,0,0,0,0
1653501828411,AWP 4A,001,085770,Staff,0,0,0,0
1653501828411,AWP 4A,002,085771,Staff,13,0,13,0
1653501828411,AWP 4A,003,085772,Staff,13,0,13,0
1653501828411,AWP 4A,004,085773,Staff,13,0,13,0
1653501828411,AWP 4A,005,085774,Staff,0,0,0,0
1653501828411,AWP 4A,006,085775,Staff,13,0,13,0
1653501828411,AWP 4A,007,085776,Staff,0,0,0,0
1653501828411,AWP 4A,008,085777,Staff,0,0,0,0
1653501828411,AWP 4A,009,085778,Staff,0,0,0,0
1653501828411,AWP 4A,010,085779,Staff,13,0,13,0
1653501828411,AWP 4A,011,085780,Staff,13,0,13,0
1653501828411,AWP 4A,012,085781,Staff,0,0,0,0
1653501828411,AWP 4A,013,085782,Staff,13,0,13,0
1653501828411,AWP 4A,014,085783,Staff,13,0,13,0
1653501828411,AWP 4A,015,085784,Staff,13,0,13,0
1653501828411,AWP 4A,016,085785,Staff,13,0,13,0
1653501828411,AWP 4A,017,085786,Staff,13,0,13,0
1653501828411,AWP 4A,018,085787,Staff,0,0,0,0
1653501828411,AWP 4A,019,085788,Staff,13,0,13,0
1653501828411,AWP 4A,020,085789,Staff,13,0,13,0
1653501828411,AWP 4A,021,085790,Staff,0,0,0,0
1653501828411,AWP 4A,022,085791,Staff,13,0,13,0
1653501828411,AWP 4A,023,085792,Staff,0,0,0,0
1653501828411,AWP 4A,024,085793,Staff,0,0,0,0
1653501828411,AWP 4A,025,085794,Staff,13,0,13,0
1653501828411,AWP 4A,026,085795,Staff,13,0,13,0
1653501828411,AWP 4A,027,085796,Staff,13,0,13,0
1653501828411,AWP 4A,028,085797,Staff,13,0,13,0
1653501828411,AWP 4A,029,085798,Staff,0,0,0,0
1653501828411,AWP 4A,030,085799,Staff,0,0,0,0
1653501828411,AWP 4A,031,093835,Staff,0,0,0,0
1653501828939,AWP 4B,001,085800,Staff,0,0,0,2
1653501828939,AWP 4B,002,085801,Staff,0,0,0,0
1653501829484,BENG 2,A00,085936,Wheeler; Bruce Christopher,22,0,30,8
1653501830016,BENG 110,A01,085939,Mc Culloch; Andrew Douglas,1,0,30,29
1653501830016,BENG 110,A02,085940,Mc Culloch; Andrew Douglas,2,0,30,28
1653501830016,BENG 110,A03,085941,Mc Culloch; Andrew Douglas,23,0,30,7
1653501830539,BENG 119A,A01,085943,Wheeler; Bruce Christopher,29,0,30,1
1653501831063,BENG 122A,A01,085945,Cauwenberghs; Gert,16,0,25,9
1653501831063,BENG 122A,A02,085946,Cauwenberghs; Gert,22,0,25,3
1653501831063,BENG 122A,A03,085947,Cauwenberghs; Gert,22,0,25,3
1653501831591,BENG 126A,A01,085949,Wheeler; Bruce Christopher,30,0,30,0
1653501832116,BENG 127A,A01,085951,Wheeler; Bruce Christopher,28,0,30,2
1653501832652,BENG 128A,A01,085953,Wheeler; Bruce Christopher,29,0,30,1
1653501833185,BENG 134,A01,085955,Smarr; Benjamin,0,0,0,0
1653501833708,BENG 135,A00,085956,Wheeler; Bruce Christopher,23,0,30,7
1653501834239,BENG 141,A00,085958,Lal; Ratnesh,0,0,30,30
1653501834765,BENG 147A,A01,085963,Wheeler; Bruce Christopher,29,0,30,1
1653501835292,BENG 148A,A01,085967,Wheeler; Bruce Christopher,30,0,30,0
1653501835816,BENG 149A,A01,085969,Wheeler; Bruce Christopher,30,0,30,0
1653501836340,BENG 161A,A01,085971,Fraley; Stephanie I.,19,0,25,6
1653501836340,BENG 161A,A02,085972,Fraley; Stephanie I.,10,0,25,15
1653501836340,BENG 161A,A03,085973,Fraley; Stephanie I.,9,0,25,16
1653501836867,BENG 162,A01,085975,Mali; Prashant Gulab Ram,1,0,35,34
1653501836867,BENG 162,A02,085976,Mali; Prashant Gulab Ram,22,0,35,13
1653501837392,BENG 166A,A00,085977,Sah; Robert Lie-Yuan,0,0,0,0
1653501837916,BENG 169A,A01,085982,Wheeler; Bruce Christopher,28,0,30,2
1653501838454,BENG 179A,A01,085984,Wheeler; Bruce Christopher,30,0,30,0
1653501838988,BENG 183,A01,085986,Zhong; Sheng,4,0,30,26
1653501838988,BENG 183,A02,085987,Zhong; Sheng,11,0,30,19
1653501838988,BENG 183,A03,085988,Zhong; Sheng,16,0,30,14
1653501839512,BENG 187B,A00,085989,Wheeler; Bruce Christopher,98,0,170,72
1653501840047,BENG 196,001,094047,Engler; Adam J.,9999,0,9999,0
1653501840587,BIBC 100,A01,092918,Huffaker; Alisa,0,0,19,19
1653501840587,BIBC 100,A02,092919,Huffaker; Alisa,0,0,19,19
1653501840587,BIBC 100,A03,092920,Huffaker; Alisa,0,0,19,19
1653501840587,BIBC 100,A04,092921,Huffaker; Alisa,0,0,19,19
1653501840587,BIBC 100,A05,092922,Huffaker; Alisa,0,0,19,19
1653501840587,BIBC 100,A06,092923,Huffaker; Alisa,0,0,19,19
1653501840587,BIBC 100,A07,092924,Huffaker; Alisa,0,0,19,19
1653501840587,BIBC 100,A08,092925,Huffaker; Alisa,0,0,19,19
1653501840587,BIBC 100,A09,092926,Huffaker; Alisa,0,0,19,19
1653501840587,BIBC 100,A10,092927,Huffaker; Alisa,0,0,19,19
1653501841129,BIBC 102,A01,092997,Schmelz; Eric Alexander,0,0,19,19
1653501841129,BIBC 102,A02,092998,Schmelz; Eric Alexander,0,0,19,19
1653501841129,BIBC 102,A03,092999,Schmelz; Eric Alexander,0,0,19,19
1653501841129,BIBC 102,A04,093000,Schmelz; Eric Alexander,0,0,19,19
1653501841129,BIBC 102,A05,093001,Schmelz; Eric Alexander,0,0,19,19
1653501841129,BIBC 102,A06,093002,Schmelz; Eric Alexander,0,0,19,19
1653501841129,BIBC 102,A07,093003,Schmelz; Eric Alexander,0,0,19,19
1653501841129,BIBC 102,A08,093004,Schmelz; Eric Alexander,0,0,19,19
1653501841129,BIBC 102,A09,093005,Schmelz; Eric Alexander,0,0,19,19
1653501841129,BIBC 102,B01,093064,Coleman; Aaron B.,0,0,19,19
1653501841129,BIBC 102,B02,093065,Coleman; Aaron B.,0,0,19,19
1653501841129,BIBC 102,B03,093066,Coleman; Aaron B.,0,0,19,19
1653501841129,BIBC 102,B04,093067,Coleman; Aaron B.,0,0,19,19
1653501841129,BIBC 102,B05,093068,Coleman; Aaron B.,0,0,19,19
1653501841129,BIBC 102,B06,093069,Coleman; Aaron B.,0,0,19,19
1653501841129,BIBC 102,B07,093070,Coleman; Aaron B.,0,0,19,19
1653501841129,BIBC 102,B08,093071,Coleman; Aaron B.,0,0,19,19
1653501841129,BIBC 102,B09,093072,Coleman; Aaron B.,0,0,19,19
1653501841660,BIBC 103,A01,089887,Bozinovic; Goran,1,0,24,23
1653501841660,BIBC 103,A02,089888,Bozinovic; Goran,10,0,24,14
1653501841660,BIBC 103,B01,089890,Burg; Michael,0,0,24,24
1653501841660,BIBC 103,B02,089891,Burg; Michael,0,0,24,24
1653501841660,BIBC 103,C01,089893,Beyhan; Sinem,0,0,24,24
1653501841660,BIBC 103,C02,089894,Beyhan; Sinem,0,0,24,24
1653501841660,BIBC 103,D01,089896,Coleman; Aaron B.,0,0,24,24
1653501841660,BIBC 103,D02,089897,Coleman; Aaron B.,0,0,24,24
1653501842185,BIBC 194,A00,089898,Hui; Enfu,0,0,27,27
1653501842720,BICD 100,A01,092396,Smith; Laurie,18,0,22,4
1653501842720,BICD 100,A02,092397,Smith; Laurie,19,0,22,3
1653501842720,BICD 100,A03,092398,Smith; Laurie,20,0,22,2
1653501842720,BICD 100,A04,092399,Smith; Laurie,22,0,22,0
1653501842720,BICD 100,A05,092400,Smith; Laurie,21,0,22,1
1653501842720,BICD 100,A06,092401,Smith; Laurie,15,0,22,7
1653501842720,BICD 100,A07,092402,Smith; Laurie,21,0,22,1
1653501842720,BICD 100,A08,092403,Smith; Laurie,20,0,22,2
1653501842720,BICD 100,B01,093073,Mueller; Liam O'Connor,12,0,22,10
1653501842720,BICD 100,B02,093074,Mueller; Liam O'Connor,20,0,22,2
1653501842720,BICD 100,B03,093075,Mueller; Liam O'Connor,21,0,22,1
1653501842720,BICD 100,B04,093076,Mueller; Liam O'Connor,22,0,22,0
1653501842720,BICD 100,B05,093077,Mueller; Liam O'Connor,20,0,22,2
1653501842720,BICD 100,B06,093078,Mueller; Liam O'Connor,18,0,22,4
1653501842720,BICD 100,B07,093079,Mueller; Liam O'Connor,16,0,22,6
1653501842720,BICD 100,B08,093080,Mueller; Liam O'Connor,19,0,22,3
1653501842720,BICD 100,C01,093021,McDonnell; Lisa Marie,18,0,22,4
1653501842720,BICD 100,C02,093022,McDonnell; Lisa Marie,0,0,22,22
1653501842720,BICD 100,C03,093023,McDonnell; Lisa Marie,10,0,22,12
1653501842720,BICD 100,C04,093024,McDonnell; Lisa Marie,18,0,22,4
1653501842720,BICD 100,C05,093025,McDonnell; Lisa Marie,19,0,22,3
1653501842720,BICD 100,C06,093026,McDonnell; Lisa Marie,18,0,22,4
1653501842720,BICD 100,C07,093027,McDonnell; Lisa Marie,16,0,22,6
1653501842720,BICD 100,C08,093028,McDonnell; Lisa Marie,18,0,22,4
1653501842720,BICD 100,D01,093081,Day; Christopher D,0,0,22,22
1653501842720,BICD 100,D02,093082,Day; Christopher D,0,0,22,22
1653501842720,BICD 100,D03,093083,Day; Christopher D,0,0,22,22
1653501842720,BICD 100,D04,093084,Day; Christopher D,0,0,22,22
1653501842720,BICD 100,D05,093085,Day; Christopher D,0,0,22,22
1653501842720,BICD 100,D06,093086,Day; Christopher D,0,0,22,22
1653501842720,BICD 100,D07,093087,Day; Christopher D,0,0,22,22
1653501842720,BICD 100,D08,093088,Day; Christopher D,0,0,22,22
1653501843257,BICD 110,A01,093089,Kiger; Amy,23,0,32,9
1653501843257,BICD 110,A02,093091,Kiger; Amy,31,0,32,1
1653501843257,BICD 110,A03,093092,Kiger; Amy,31,0,32,1
1653501843257,BICD 110,A04,093093,Kiger; Amy,28,0,32,4
1653501843257,BICD 110,A05,093094,Kiger; Amy,23,0,32,9
1653501843257,BICD 110,A06,093095,Kiger; Amy,32,0,32,0
1653501843257,BICD 110,A07,093096,Kiger; Amy,31,0,32,1
1653501843257,BICD 110,B01,093029,Grossman; Emily N,13,0,32,19
1653501843257,BICD 110,B02,093030,Grossman; Emily N,22,0,32,10
1653501843257,BICD 110,B03,093031,Grossman; Emily N,32,0,32,0
1653501843257,BICD 110,B04,093032,Grossman; Emily N,14,0,32,18
1653501843257,BICD 110,B05,093033,Grossman; Emily N,24,0,32,8
1653501843257,BICD 110,B06,093034,Grossman; Emily N,6,0,32,26
1653501843257,BICD 110,B07,093035,Grossman; Emily N,0,0,32,32
1653501843792,BICD 140,A01,093097,Zuniga; Elina I,3,0,32,29
1653501843792,BICD 140,A02,093098,Zuniga; Elina I,2,0,32,30
1653501843792,BICD 140,A03,093099,Zuniga; Elina I,28,0,32,4
1653501843792,BICD 140,A04,093100,Zuniga; Elina I,32,0,32,0
1653501843792,BICD 140,A05,093101,Zuniga; Elina I,24,0,32,8
1653501843792,BICD 140,A06,093102,Zuniga; Elina I,26,0,32,6
1653501844321,BIEB 102,A01,092528,Butler; Shannon Rhey,14,0,27,13
1653501844321,BIEB 102,A02,092529,Butler; Shannon Rhey,1,0,27,26
1653501844321,BIEB 102,A03,092530,Butler; Shannon Rhey,11,0,27,16
1653501844321,BIEB 102,A04,092531,Butler; Shannon Rhey,15,0,27,12
1653501844321,BIEB 102,A05,092532,Butler; Shannon Rhey,18,0,27,9
1653501844321,BIEB 102,A06,092533,Butler; Shannon Rhey,10,0,27,17
1653501844321,BIEB 102,A07,092534,Butler; Shannon Rhey,10,0,27,17
1653501844848,BIEB 121,A00,089907,Holway; David A.,0,0,32,32
1653501845372,BIEB 126,A01,092974,Kohn; Joshua R,10,0,27,17
1653501845372,BIEB 126,A02,092975,Kohn; Joshua R,24,0,27,3
1653501845372,BIEB 126,A03,092976,Kohn; Joshua R,20,0,27,7
1653501845372,BIEB 126,A04,092977,Kohn; Joshua R,23,0,27,4
1653501845372,BIEB 126,A05,092978,Kohn; Joshua R,25,0,27,2
1653501845905,BIEB 146,A01,093054,Petrie; Katherine Lynn,0,0,27,27
1653501845905,BIEB 146,A02,093055,Petrie; Katherine Lynn,0,0,27,27
1653501845905,BIEB 146,A03,093056,Petrie; Katherine Lynn,0,0,27,27
1653501845905,BIEB 146,A04,093057,Petrie; Katherine Lynn,0,0,27,27
1653501845905,BIEB 146,A05,093058,Petrie; Katherine Lynn,0,0,27,27
1653501845905,BIEB 146,A06,093059,Petrie; Katherine Lynn,0,0,27,27
1653501845905,BIEB 146,A07,093060,Petrie; Katherine Lynn,0,0,27,27
1653501845905,BIEB 146,A08,093061,Petrie; Katherine Lynn,0,0,27,27
1653501845905,BIEB 146,A09,093062,Petrie; Katherine Lynn,0,0,27,27
1653501846429,BIEB 150,A01,093103,Rennison; Diana,0,0,27,27
1653501846429,BIEB 150,A02,093104,Rennison; Diana,7,0,27,20
1653501846429,BIEB 150,A03,093105,Rennison; Diana,12,0,27,15
1653501846429,BIEB 150,A04,093106,Rennison; Diana,16,0,27,11
1653501846429,BIEB 150,A05,093107,Rennison; Diana,23,0,27,4
1653501846429,BIEB 150,A06,093108,Rennison; Diana,27,0,27,0
1653501846955,BIEB 158,A01,094057,Reese; Aspen Taylor & Jackrel; Sara,26,0,32,6
1653501846955,BIEB 158,A02,094058,Reese; Aspen Taylor & Jackrel; Sara,20,0,32,12
1653501846955,BIEB 158,A03,094059,Reese; Aspen Taylor & Jackrel; Sara,27,0,32,5
1653501846955,BIEB 158,A04,094060,Reese; Aspen Taylor & Jackrel; Sara,32,0,32,0
1653501847502,BIEB 174,A01,092465,Cleland; Elsa Eleanor & Barton; Andrew David,26,0,27,1
1653501847502,BIEB 174,A02,092466,Cleland; Elsa Eleanor & Barton; Andrew David,20,0,27,7
1653501847502,BIEB 174,A03,092467,Cleland; Elsa Eleanor & Barton; Andrew David,18,0,27,9
1653501847502,BIEB 174,A04,092468,Cleland; Elsa Eleanor & Barton; Andrew David,9,0,27,18
1653501847502,BIEB 174,A05,092469,Cleland; Elsa Eleanor & Barton; Andrew David,18,0,27,9
1653501847502,BIEB 174,A06,092470,Cleland; Elsa Eleanor & Barton; Andrew David,23,0,27,4
1653501847502,BIEB 174,A07,092471,Cleland; Elsa Eleanor & Barton; Andrew David,23,0,27,4
1653501848029,BILD 1,A01,092884,Pickett; Brooke Elizabeth,11,0,19,8
1653501848029,BILD 1,A02,092885,Pickett; Brooke Elizabeth,15,0,19,4
1653501848029,BILD 1,A03,092886,Pickett; Brooke Elizabeth,18,0,19,1
1653501848029,BILD 1,A04,092887,Pickett; Brooke Elizabeth,16,0,19,3
1653501848029,BILD 1,A05,092888,Pickett; Brooke Elizabeth,18,0,19,1
1653501848029,BILD 1,A06,092889,Pickett; Brooke Elizabeth,19,0,19,0
1653501848029,BILD 1,A07,092890,Pickett; Brooke Elizabeth,17,0,19,2
1653501848029,BILD 1,B01,092891,Pekkurnaz Banghart; Gulcin,17,0,19,2
1653501848029,BILD 1,B02,092892,Pekkurnaz Banghart; Gulcin,10,0,19,9
1653501848029,BILD 1,B03,092893,Pekkurnaz Banghart; Gulcin,18,0,19,1
1653501848029,BILD 1,B04,092894,Pekkurnaz Banghart; Gulcin,18,0,19,1
1653501848029,BILD 1,B05,092895,Pekkurnaz Banghart; Gulcin,17,0,19,2
1653501848029,BILD 1,B06,092896,Pekkurnaz Banghart; Gulcin,19,0,19,0
1653501848029,BILD 1,B07,092897,Pekkurnaz Banghart; Gulcin,18,0,19,1
1653501848029,BILD 1,C01,092421,Meaders; Clara Leigh,0,0,19,19
1653501848029,BILD 1,C02,092422,Meaders; Clara Leigh,7,0,19,12
1653501848029,BILD 1,C03,092423,Meaders; Clara Leigh,13,0,19,6
