time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1650539770248,COGS 1,A01,072894,Boyle; Mary E. T.,0,1,60,66
1650539770248,COGS 1,A02,072895,Boyle; Mary E. T.,0,1,60,63
1650539770248,COGS 1,A03,072896,Boyle; Mary E. T.,0,1,60,63
1650539770248,COGS 1,A04,072897,Boyle; Mary E. T.,0,1,60,62
1650539770248,COGS 1,A05,072898,Boyle; Mary E. T.,0,1,60,64
1650539770248,COGS 1,A06,072899,Boyle; Mary E. T.,0,1,60,64
1650539770248,COGS 1,A07,072900,Boyle; Mary E. T.,0,1,57,59
1650539776277,COGS 8,A01,072902,Leonardis; Eric Jeffrey,0,0,35,35
1650539782306,COGS 10,A01,072904,Klemmer; Scott R,3,1,60,57
1650539782306,COGS 10,A02,072905,Klemmer; Scott R,3,0,60,57
1650539782306,COGS 10,A03,072906,Klemmer; Scott R,2,1,60,58
1650539782306,COGS 10,A04,072907,Klemmer; Scott R,1,0,60,59
1650539782306,COGS 10,A05,072908,Klemmer; Scott R,1,0,60,59
1650539788344,COGS 11,A01,072910,Boroditsky; Lera,15,3,149,134
1650539794377,COGS 12,A00,072911,Boroditsky; Lera,0,0,50,50
1650539800409,COGS 14A,A01,072913,Davis; Joshua Daniel,0,1,75,75
1650539800409,COGS 14A,A02,072914,Davis; Joshua Daniel,2,2,70,68
1650539800409,COGS 14A,A03,072915,Davis; Joshua Daniel,0,1,70,71
1650539800409,COGS 14A,A04,072916,Davis; Joshua Daniel,0,2,70,72
1650539806442,COGS 14B,A01,072918,Barrera; Steven James,0,4,60,63
1650539806442,COGS 14B,A02,072919,Barrera; Steven James,0,2,60,61
1650539806442,COGS 14B,A03,072920,Barrera; Steven James,3,4,60,57
1650539812475,COGS 17,A01,072922,Johnson; Christine M.,0,3,60,60
1650539812475,COGS 17,A02,072923,Johnson; Christine M.,0,4,60,60
1650539812475,COGS 17,A03,072924,Johnson; Christine M.,0,0,60,61
1650539812475,COGS 17,A04,072925,Johnson; Christine M.,1,1,60,59
1650539812475,COGS 17,A05,072926,Johnson; Christine M.,0,4,60,60
1650539812475,COGS 17,A06,085929,Johnson; Christine M.,6,0,56,50
1650539818518,COGS 18,B01,083188,Green; Daniel Richard,0,4,0,16
1650539824549,COGS 87,A00,073397,Deak; Gedeon O.,2,1,20,18
1650539830581,COGS 99,001,084891,Johnson; Christine M.,9996,0,9999,3
1650539830581,COGS 99,002,091952,Fleischer; Jason G,9998,0,9999,1
1650539836623,COGS 100,A01,072942,Scott; Taylor Jackson,0,7,60,63
1650539836623,COGS 100,A02,072943,Scott; Taylor Jackson,0,7,60,60
1650539836623,COGS 100,A03,072944,Scott; Taylor Jackson,0,9,60,62
1650539836623,COGS 100,A04,072945,Scott; Taylor Jackson,0,7,60,61
1650539836623,COGS 100,A05,072946,Scott; Taylor Jackson,1,8,60,59
1650539842652,COGS 101A,A01,072948,Barrera; Steven James,0,7,60,69
1650539842652,COGS 101A,A02,072949,Barrera; Steven James,0,7,60,64
1650539842652,COGS 101A,A03,072950,Barrera; Steven James,0,3,60,67
1650539842652,COGS 101A,A04,072951,Barrera; Steven James,0,6,60,67
1650539848687,COGS 101C,A01,072953,Trott; Sean Thomas,0,1,60,69
1650539848687,COGS 101C,A02,072954,Trott; Sean Thomas,0,0,60,65
1650539848687,COGS 101C,A03,072955,Trott; Sean Thomas,0,2,60,67
1650539854720,COGS 102C,A01,072958,Scott; Taylor Jackson,5,0,60,55
1650539854720,COGS 102C,A02,072959,Scott; Taylor Jackson,6,0,60,54
1650539860752,COGS 107A,A01,072961,Alfonso; Stephanie Isabel,0,0,60,60
1650539860752,COGS 107A,A02,072962,Alfonso; Stephanie Isabel,0,1,60,60
1650539860752,COGS 107A,A03,072963,Alfonso; Stephanie Isabel,1,0,60,59
1650539860752,COGS 107A,A04,072964,Alfonso; Stephanie Isabel,4,1,60,56
1650539860752,COGS 107A,A05,072965,Alfonso; Stephanie Isabel,2,0,60,58
1650539866782,COGS 107B,A01,072967,Mooshagian; Eric Frederick,0,2,70,72
1650539866782,COGS 107B,A05,072971,Mooshagian; Eric Frederick,0,1,70,71
1650539872818,COGS 107C,A01,072973,Chiba; Andrea,1,0,60,59
1650539872818,COGS 107C,A02,072974,Chiba; Andrea,16,0,60,44
1650539872818,COGS 107C,A03,072975,Chiba; Andrea,24,0,60,36
1650539878848,COGS 108,A01,072977,Fleischer; Jason G,0,5,60,61
1650539878848,COGS 108,A02,072978,Fleischer; Jason G,0,4,60,63
1650539878848,COGS 108,A03,072979,Fleischer; Jason G,0,4,60,61
1650539878848,COGS 108,A04,072980,Fleischer; Jason G,0,4,60,62
1650539878848,COGS 108,A05,072981,Fleischer; Jason G,0,5,60,65
1650539878848,COGS 108,A06,072982,Fleischer; Jason G,0,4,60,62
1650539878848,COGS 108,A07,072983,Fleischer; Jason G,0,5,57,60
1650539884879,COGS 116,A01,072989,Greene; Deanna Jacquelyn,0,1,50,53
1650539890914,COGS 118A,A01,072991,Fleischer; Jason G,0,0,70,73
1650539890914,COGS 118A,A02,072992,Fleischer; Jason G,0,0,70,73
1650539890914,COGS 118A,A03,072993,Fleischer; Jason G,1,2,60,59
1650539890914,COGS 118A,A04,086568,Fleischer; Jason G,0,1,41,49
1650539896943,COGS 121,A01,072995,Drosos; Ian Zachariah,10,0,149,139
1650539902975,COGS 122,A01,072997,Dow; Steven P,2,1,60,58
1650539909005,COGS 123,A01,072999,Dow; Steven P,2,0,40,38
1650539909005,COGS 123,A02,073000,Dow; Steven P,0,0,40,41
1650539909005,COGS 123,A03,081916,Dow; Steven P,1,1,40,39
1650539909005,COGS 123,A04,081917,Dow; Steven P,0,1,40,40
1650539915035,COGS 142,A01,081914,Bastos; Amalia Pinkusfeld,2,0,50,48
1650539921076,COGS 153,A00,073001,Davis; Joshua Daniel,0,5,75,78
1650539927111,COGS 160,A00,073005,Deak; Gedeon O.,8,0,20,12
1650539933140,COGS 163,A01,073007,Boyle; Mary E. T.,9,0,68,59
1650539939171,COGS 164,A01,073009,Chiba; Andrea,0,5,101,105
1650539945205,COGS 170,A01,073011,Rangel; Lara M,0,5,70,80
1650539951237,COGS 178,A00,073014,Jernigan; Terry Lynne,0,2,75,76
1650539957270,COGS 184,A01,073018,Johnson; Christine M.,20,1,75,55
1650539963304,COGS 190C,A00,073019,Jernigan; Terry Lynne,9998,0,9999,1
1650539963304,COGS 190C,B00,073020,Chiba; Andrea,9998,0,9999,1
1650539963304,COGS 190C,C00,073021,Fleischer; Jason G,9999,0,9999,0
1650539963304,COGS 190C,D00,073022,Scott; Taylor Jackson,9999,0,9999,0
1650539963304,COGS 190C,E00,073023,Johnson; Christine M.,9998,0,9999,1
1650539963304,COGS 190C,F00,073024,Boyle; Mary E. T.,9997,0,9999,2
1650539963304,COGS 190C,G00,073025,Hoffman; Drew Ellen,9999,0,9999,0
1650539963304,COGS 190C,H00,073026,Mattar; Marcelo G,9998,0,9999,1
1650539963304,COGS 190C,I00,073027,Nitz; Douglas A.,9997,0,9999,2
1650539963304,COGS 190C,J00,073028,Rossano; Federico,9998,0,9999,1
1650539963304,COGS 190C,K00,073029,Ellis; Shannon Elizabeth,9998,0,9999,1
1650539963304,COGS 190C,L00,073030,De Sa; Virginia,9998,0,9999,1
1650539963304,COGS 190C,M00,073031,Bergen; Benjamin,9998,0,9999,1
1650539969333,COGS 190D,A00,073032,Kutas; Marta,9,0,20,11
1650539975358,COGS 194,A00,073033,Hill; Seth J,9999,0,9999,0
1650539981395,COGS 197,001,083552,Fleischer; Jason G,9998,0,9999,1
1650539981395,COGS 197,002,091775,Dow; Steven P,9998,0,9999,1
1650539981395,COGS 197,003,091987,Klemmer; Scott R,9988,0,9999,11
1650539981395,COGS 197,004,093126,Kiyonaga; Anastasia,9999,0,9999,0
1650539987425,COGS 198,001,085175,Johnson; Christine M.,9998,0,9999,1
1650539987425,COGS 198,002,091845,Weibel; Nadir,9997,0,9999,2
1650539993456,CSE 6R,A01,077385,Moshiri; Alexander Niema,5,17,150,145
1650539993456,CSE 6R,B01,082832,Moshiri; Alexander Niema,4,0,49,45
1650539999497,CSE 8A,A50,077387,Soosai Raj; Adalbert Geral,2,0,45,43
1650539999497,CSE 8A,A51,077388,Soosai Raj; Adalbert Geral,3,2,45,42
1650539999497,CSE 8A,A52,077389,Soosai Raj; Adalbert Geral,6,1,45,39
1650539999497,CSE 8A,B50,077391,Soosai Raj; Adalbert Geral,1,0,45,44
1650539999497,CSE 8A,B51,077392,Soosai Raj; Adalbert Geral,1,1,45,44
1650539999497,CSE 8A,B52,077393,Soosai Raj; Adalbert Geral,5,1,45,40
1650539999497,CSE 8A,C50,077395,Elsherif; May Elhussein,1,0,42,41
1650539999497,CSE 8A,C51,077396,Elsherif; May Elhussein,0,1,41,41
1650539999497,CSE 8A,C52,077397,Elsherif; May Elhussein,1,0,41,40
1650539999497,CSE 8A,D50,077399,Elsherif; May Elhussein,0,0,41,41
1650539999497,CSE 8A,D51,077400,Elsherif; May Elhussein,0,0,40,40
1650539999497,CSE 8A,D52,077401,Elsherif; May Elhussein,2,0,40,38
1650540005532,CSE 8B,A01,079903,Ochoa; Benjamin Lawrence,49,0,196,147
1650540011563,CSE 11,A01,079904,Miranda; Gregory Joseph,0,11,146,164
1650540011563,CSE 11,B01,079905,Miranda; Gregory Joseph,0,13,146,171
1650540017593,CSE 12,A01,077408,Cao; Yingjun,5,0,98,93
1650540017593,CSE 12,A02,077409,Cao; Yingjun,4,0,98,94
1650540017593,CSE 12,B01,077411,Cao; Yingjun,1,0,98,97
1650540017593,CSE 12,B02,077412,Cao; Yingjun,1,0,98,97
1650540017593,CSE 12,C01,079906,Miranda; Gregory Joseph,7,2,196,189
1650540023631,CSE 15L,A01,077415,Soosai Raj; Adalbert Geral,2,0,50,48
1650540023631,CSE 15L,A02,077416,Soosai Raj; Adalbert Geral,0,1,50,50
1650540023631,CSE 15L,A03,077417,Soosai Raj; Adalbert Geral,0,1,50,50
1650540023631,CSE 15L,A04,077418,Soosai Raj; Adalbert Geral,3,1,50,47
1650540023631,CSE 15L,A05,077419,Soosai Raj; Adalbert Geral,0,0,50,50
1650540023631,CSE 15L,A06,077420,Soosai Raj; Adalbert Geral,0,0,50,50
1650540023631,CSE 15L,A07,077421,Soosai Raj; Adalbert Geral,2,0,50,48
1650540023631,CSE 15L,A08,077422,Soosai Raj; Adalbert Geral,0,0,45,45
1650540023631,CSE 15L,B01,077424,Gungor; Onat,2,0,34,32
1650540023631,CSE 15L,B02,077425,Gungor; Onat,0,0,33,33
1650540023631,CSE 15L,B03,077426,Gungor; Onat,0,0,33,33
1650540023631,CSE 15L,C01,084620,Gungor; Onat,1,0,46,45
1650540029661,CSE 20,A01,079907,Jones; Miles E,2,0,196,194
1650540029661,CSE 20,A02,082805,Jones; Miles E,38,0,196,158
1650540035694,CSE 21,A01,079908,Jones; Miles E,57,0,196,139
1650540035694,CSE 21,A02,082804,Jones; Miles E,42,0,199,157
1650540041738,CSE 30,A01,079909,Muller; P Keith,44,0,295,251
1650540041738,CSE 30,A02,081935,Muller; P Keith,86,0,295,209
1650540047770,CSE 87,A00,077431,Moshiri; Alexander Niema,5,0,20,15
