time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1657365925044,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1657365925044,COGS 197,002,093820,Fleischer; Jason G,9995,0,9999,4
1657365925044,COGS 197,003,095050,Hoffman; Drew Ellen,9998,0,9999,1
1657365925044,COGS 197,004,095710,Dow; Steven P,9998,0,9999,1
1657365925044,COGS 197,005,096574,Mukamel; Eran A,9998,0,9999,1
1657365925044,COGS 197,006,096624,Boyle; Mary E. T.,9998,0,9999,1
1657365931078,CSE 191,A00,093585,Minnes Kemp; Mor Mia,9977,0,9999,22
1657365937109,CSE 197,001,093825,Minnes Kemp; Mor Mia,9960,0,9999,39
1657365937109,CSE 197,002,095086,Powell; Thomas Allan,9998,0,9999,1
1657365943140,ECE 45,A01,084418,Alcantara; Eldridge Escubido,33,0,40,7
1657365949176,ECE 191,A00,084419,Silberman; Jack,13,0,25,12
1657365955208,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1657365955208,ECE 197,002,092511,Sievenpiper; Daniel F.,9983,0,9999,16
1657365961241,MATH 2,A01,093433,Rubalcaba; Robert Ramon,0,0,0,19
1657365961241,MATH 2,A02,096609,Rubalcaba; Robert Ramon,0,0,0,0
1657365961241,MATH 2,B01,093436,Rubalcaba; Robert Ramon,0,0,0,11
1657365961241,MATH 2,B02,096608,Rubalcaba; Robert Ramon,0,0,0,0
1657365967279,MATH 3C,B01,093443,Anzaldo; Leesa B,0,0,0,0
1657365967279,MATH 3C,B02,093444,Anzaldo; Leesa B,0,0,0,0
1657365967279,MATH 3C,B03,096651,Anzaldo; Leesa B,0,0,0,0
1657365967279,MATH 3C,C01,093447,Anzaldo; Leesa B,0,0,0,0
1657365967279,MATH 3C,C02,093448,Anzaldo; Leesa B,0,0,0,0
1657365967279,MATH 3C,C03,096652,Anzaldo; Leesa B,0,0,0,0
1657365973306,MATH 4C,A01,093451,Aliabadi Sr.; Mohsen,0,0,0,0
1657365979343,MATH 197,001,092329,McAuley; Julian John,9996,0,9999,3
1657365979343,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1657365979343,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1657365979343,MATH 197,004,093157,Eldridge; Justin Matthew,9998,0,9999,1
1657365979343,MATH 197,005,093168,Buss; Samuel R,9998,0,9999,1
1657365979343,MATH 197,006,093462,Chin; Bryan W.,9996,0,9999,3
1657365979343,MATH 197,007,093560,Sam; Steven V,9998,0,9999,1
1657365979343,MATH 197,008,093576,Nie; Jiawang,9998,0,9999,1
1657365979343,MATH 197,009,093899,Saab; Rayan,9998,0,9999,1
1657365979343,MATH 197,010,094325,Boyle; Mary E. T.,9998,0,9999,1
1657365979343,MATH 197,011,094619,Upton; James Thomas,9998,0,9999,1
1657365979343,MATH 197,012,095542,Zhou; Wenxin,9997,0,9999,2
1657365979343,MATH 197,013,095644,Xiao; Ming,9999,0,9999,0
1657365979343,MATH 197,014,095749,Kedlaya; Kiran S.,9997,0,9999,2
1657365979343,MATH 197,015,096403,Bradic; Jelena,9998,0,9999,1
1657365986421,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1657365986421,COGS 197,002,093820,Fleischer; Jason G,9995,0,9999,4
1657365986421,COGS 197,003,095050,Hoffman; Drew Ellen,9998,0,9999,1
1657365986421,COGS 197,004,095710,Dow; Steven P,9998,0,9999,1
1657365986421,COGS 197,005,096574,Mukamel; Eran A,9998,0,9999,1
1657365986421,COGS 197,006,096624,Boyle; Mary E. T.,9998,0,9999,1
1657365992450,CSE 191,A00,093585,Minnes Kemp; Mor Mia,9977,0,9999,22
1657365998479,CSE 197,001,093825,Minnes Kemp; Mor Mia,9960,0,9999,39
1657365998479,CSE 197,002,095086,Powell; Thomas Allan,9998,0,9999,1
1657366004517,ECE 45,A01,084418,Alcantara; Eldridge Escubido,33,0,40,7
1657366010549,ECE 191,A00,084419,Silberman; Jack,13,0,25,12
1657366016581,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1657366016581,ECE 197,002,092511,Sievenpiper; Daniel F.,9983,0,9999,16
1657366022619,MATH 2,A01,093433,Rubalcaba; Robert Ramon,0,0,0,19
1657366022619,MATH 2,A02,096609,Rubalcaba; Robert Ramon,0,0,0,0
1657366022619,MATH 2,B01,093436,Rubalcaba; Robert Ramon,0,0,0,11
1657366022619,MATH 2,B02,096608,Rubalcaba; Robert Ramon,0,0,0,0
1657366028651,MATH 3C,B01,093443,Anzaldo; Leesa B,0,0,0,0
1657366028651,MATH 3C,B02,093444,Anzaldo; Leesa B,0,0,0,0
1657366028651,MATH 3C,B03,096651,Anzaldo; Leesa B,0,0,0,0
1657366028651,MATH 3C,C01,093447,Anzaldo; Leesa B,0,0,0,0
1657366028651,MATH 3C,C02,093448,Anzaldo; Leesa B,0,0,0,0
1657366028651,MATH 3C,C03,096652,Anzaldo; Leesa B,0,0,0,0
1657366034684,MATH 4C,A01,093451,Aliabadi Sr.; Mohsen,0,0,0,0
1657366040716,MATH 197,001,092329,McAuley; Julian John,9996,0,9999,3
1657366040716,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1657366040716,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1657366040716,MATH 197,004,093157,Eldridge; Justin Matthew,9998,0,9999,1
1657366040716,MATH 197,005,093168,Buss; Samuel R,9998,0,9999,1
1657366040716,MATH 197,006,093462,Chin; Bryan W.,9996,0,9999,3
1657366040716,MATH 197,007,093560,Sam; Steven V,9998,0,9999,1
1657366040716,MATH 197,008,093576,Nie; Jiawang,9998,0,9999,1
1657366040716,MATH 197,009,093899,Saab; Rayan,9998,0,9999,1
1657366040716,MATH 197,010,094325,Boyle; Mary E. T.,9998,0,9999,1
1657366040716,MATH 197,011,094619,Upton; James Thomas,9998,0,9999,1
1657366040716,MATH 197,012,095542,Zhou; Wenxin,9997,0,9999,2
1657366040716,MATH 197,013,095644,Xiao; Ming,9999,0,9999,0
1657366040716,MATH 197,014,095749,Kedlaya; Kiran S.,9997,0,9999,2
1657366040716,MATH 197,015,096403,Bradic; Jelena,9998,0,9999,1
1657366047808,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1657366047808,COGS 197,002,093820,Fleischer; Jason G,9995,0,9999,4
1657366047808,COGS 197,003,095050,Hoffman; Drew Ellen,9998,0,9999,1
1657366047808,COGS 197,004,095710,Dow; Steven P,9998,0,9999,1
1657366047808,COGS 197,005,096574,Mukamel; Eran A,9998,0,9999,1
1657366047808,COGS 197,006,096624,Boyle; Mary E. T.,9998,0,9999,1
1657366053840,CSE 191,A00,093585,Minnes Kemp; Mor Mia,9977,0,9999,22
1657366059872,CSE 197,001,093825,Minnes Kemp; Mor Mia,9960,0,9999,39
1657366059872,CSE 197,002,095086,Powell; Thomas Allan,9998,0,9999,1
1657366065915,ECE 45,A01,084418,Alcantara; Eldridge Escubido,33,0,40,7
1657366071945,ECE 191,A00,084419,Silberman; Jack,13,0,25,12
1657366077976,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1657366077976,ECE 197,002,092511,Sievenpiper; Daniel F.,9983,0,9999,16
1657366084013,MATH 2,A01,093433,Rubalcaba; Robert Ramon,0,0,0,19
1657366084013,MATH 2,A02,096609,Rubalcaba; Robert Ramon,0,0,0,0
1657366084013,MATH 2,B01,093436,Rubalcaba; Robert Ramon,0,0,0,11
1657366084013,MATH 2,B02,096608,Rubalcaba; Robert Ramon,0,0,0,0
1657366090041,MATH 3C,B01,093443,Anzaldo; Leesa B,0,0,0,0
1657366090041,MATH 3C,B02,093444,Anzaldo; Leesa B,0,0,0,0
1657366090041,MATH 3C,B03,096651,Anzaldo; Leesa B,0,0,0,0
1657366090041,MATH 3C,C01,093447,Anzaldo; Leesa B,0,0,0,0
1657366090041,MATH 3C,C02,093448,Anzaldo; Leesa B,0,0,0,0
1657366090041,MATH 3C,C03,096652,Anzaldo; Leesa B,0,0,0,0
1657366096074,MATH 4C,A01,093451,Aliabadi Sr.; Mohsen,0,0,0,0
1657366102124,MATH 197,001,092329,McAuley; Julian John,9996,0,9999,3
1657366102124,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1657366102124,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1657366102124,MATH 197,004,093157,Eldridge; Justin Matthew,9998,0,9999,1
1657366102124,MATH 197,005,093168,Buss; Samuel R,9998,0,9999,1
1657366102124,MATH 197,006,093462,Chin; Bryan W.,9996,0,9999,3
1657366102124,MATH 197,007,093560,Sam; Steven V,9998,0,9999,1
1657366102124,MATH 197,008,093576,Nie; Jiawang,9998,0,9999,1
1657366102124,MATH 197,009,093899,Saab; Rayan,9998,0,9999,1
1657366102124,MATH 197,010,094325,Boyle; Mary E. T.,9998,0,9999,1
1657366102124,MATH 197,011,094619,Upton; James Thomas,9998,0,9999,1
1657366102124,MATH 197,012,095542,Zhou; Wenxin,9997,0,9999,2
1657366102124,MATH 197,013,095644,Xiao; Ming,9999,0,9999,0
1657366102124,MATH 197,014,095749,Kedlaya; Kiran S.,9997,0,9999,2
