time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1649676742804,ECE 45,A01,084418,Staff,40,0,40,0
1649676748829,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676754858,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649676760883,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649676766940,ECE 45,A01,084418,Staff,40,0,40,0
1649676772965,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676778990,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649676785017,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649676791083,ECE 45,A01,084418,Staff,40,0,40,0
1649676797110,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676803135,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649676809161,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649676815233,ECE 45,A01,084418,Staff,40,0,40,0
1649676821263,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676827292,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649676833320,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649676839378,ECE 45,A01,084418,Staff,40,0,40,0
1649676845410,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676851448,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649676857483,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649676863547,ECE 45,A01,084418,Staff,40,0,40,0
1649676869575,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676875606,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649676881629,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649676887684,ECE 45,A01,084418,Staff,40,0,40,0
1649676893711,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676899736,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649676905761,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649676911842,ECE 45,A01,084418,Staff,40,0,40,0
1649676917868,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676923896,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649676929925,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649676935984,ECE 45,A01,084418,Staff,40,0,40,0
1649676942010,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676948036,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649676954061,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649676960127,ECE 45,A01,084418,Staff,40,0,40,0
1649676966159,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676972189,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649676978215,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649676984274,ECE 45,A01,084418,Staff,40,0,40,0
1649676990297,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649676996326,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677002352,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677008411,ECE 45,A01,084418,Staff,40,0,40,0
1649677014440,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677020465,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677026494,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677032558,ECE 45,A01,084418,Staff,40,0,40,0
1649677038592,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677044619,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677050649,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677056719,ECE 45,A01,084418,Staff,40,0,40,0
1649677062745,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677068773,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677074801,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677080864,ECE 45,A01,084418,Staff,40,0,40,0
1649677086888,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677092917,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677098945,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677105010,ECE 45,A01,084418,Staff,40,0,40,0
1649677111049,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677117075,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677123102,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677129162,ECE 45,A01,084418,Staff,40,0,40,0
1649677135192,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677141217,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677147245,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677153303,ECE 45,A01,084418,Staff,40,0,40,0
1649677159328,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677165354,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677171382,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677177436,ECE 45,A01,084418,Staff,40,0,40,0
1649677183462,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677189488,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677195513,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677201569,ECE 45,A01,084418,Staff,40,0,40,0
1649677207594,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677213705,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677219731,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677225787,ECE 45,A01,084418,Staff,40,0,40,0
1649677231815,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677237840,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677243865,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677249934,ECE 45,A01,084418,Staff,40,0,40,0
1649677255965,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677261992,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677268020,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677274074,ECE 45,A01,084418,Staff,40,0,40,0
1649677280104,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677286130,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677292154,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677298213,ECE 45,A01,084418,Staff,40,0,40,0
1649677304238,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677310269,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677316294,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677322353,ECE 45,A01,084418,Staff,40,0,40,0
1649677328381,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677334409,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677340435,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677346494,ECE 45,A01,084418,Staff,40,0,40,0
1649677352519,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677358545,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677364574,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677370637,ECE 45,A01,084418,Staff,40,0,40,0
1649677376662,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
1649677382692,ECE 197,001,091968,Gilja; Vikash,9999,0,9999,0
1649677388721,MATH 197,001,092329,McAuley; Julian John,9999,0,9999,0
1649677394783,ECE 45,A01,084418,Staff,40,0,40,0
1649677400809,ECE 191,A00,084419,Silberman; Jack,25,0,25,0
