time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1650885665612,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650885671645,ECE 45,A01,084418,Staff,28,0,40,12
1650885677677,ECE 191,A00,084419,Silberman; Jack,16,0,25,9
1650885683721,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650885683721,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650885689758,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650885689758,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650885689758,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650885689758,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650885689758,MATH 197,005,093168,Buss; Samuel R,9999,0,9999,0
1650885695827,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650885701860,ECE 45,A01,084418,Staff,28,0,40,12
1650885707892,ECE 191,A00,084419,Silberman; Jack,16,0,25,9
1650885713921,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650885713921,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650885719954,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650885719954,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650885719954,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650885719954,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650885719954,MATH 197,005,093168,Buss; Samuel R,9999,0,9999,0
1650885726038,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650885732070,ECE 45,A01,084418,Staff,28,0,40,12
1650885738106,ECE 191,A00,084419,Silberman; Jack,16,0,25,9
1650885744153,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650885744153,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650885750183,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650885750183,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650885750183,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650885750183,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650885750183,MATH 197,005,093168,Buss; Samuel R,9999,0,9999,0
1650885756244,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650885762302,ECE 45,A01,084418,Staff,28,0,40,12
1650885768357,ECE 191,A00,084419,Silberman; Jack,16,0,25,9
1650885774387,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650885774387,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650885780421,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650885780421,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650885780421,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650885780421,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650885780421,MATH 197,005,093168,Buss; Samuel R,9999,0,9999,0
1650885786489,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650885792528,ECE 45,A01,084418,Staff,28,0,40,12
1650885798563,ECE 191,A00,084419,Silberman; Jack,16,0,25,9
1650885804597,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650885804597,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650885810628,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650885810628,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650885810628,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650885810628,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650885810628,MATH 197,005,093168,Buss; Samuel R,9999,0,9999,0
1650885816699,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650885822725,ECE 45,A01,084418,Staff,28,0,40,12
