time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1650280381776,ECE 45,A01,084418,Staff,28,0,40,12
1650280387811,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280393842,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650280393842,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650280399868,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650280405947,ECE 45,A01,084418,Staff,28,0,40,12
1650280411980,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280418013,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650280418013,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650280424041,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650280430105,ECE 45,A01,084418,Staff,28,0,40,12
1650280436133,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280442162,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650280442162,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650280448190,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650280454248,ECE 45,A01,084418,Staff,28,0,40,12
1650280460277,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280466313,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650280466313,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650280472340,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650280478400,ECE 45,A01,084418,Staff,28,0,40,12
1650280484430,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280490461,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650280490461,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650280496485,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650280502542,ECE 45,A01,084418,Staff,28,0,40,12
1650280508577,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280514606,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650280514606,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650280520633,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650280526695,ECE 45,A01,084418,Staff,28,0,40,12
1650280532724,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280538752,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650280538752,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650280544779,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650280550846,ECE 45,A01,084418,Staff,28,0,40,12
1650280556876,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280562910,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650280562910,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650280568938,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650280575005,ECE 45,A01,084418,Staff,28,0,40,12
1650280581034,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280587070,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650280587070,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650280593104,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650280599170,ECE 45,A01,084418,Staff,28,0,40,12
1650280605201,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280611229,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650280611229,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650280617258,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650280623330,ECE 45,A01,084418,Staff,28,0,40,12
1650280629359,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650280635388,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
