time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1650626697409,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650626703449,ECE 45,A01,084418,Staff,28,0,40,12
1650626709488,ECE 191,A00,084419,Silberman; Jack,17,0,25,8
1650626715522,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650626715522,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650626721555,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650626721555,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650626721555,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650626721555,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650626727621,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650626733666,ECE 45,A01,084418,Staff,28,0,40,12
1650626739710,ECE 191,A00,084419,Silberman; Jack,17,0,25,8
1650626745745,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650626745745,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650626751778,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650626751778,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650626751778,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650626751778,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650626757848,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650626763880,ECE 45,A01,084418,Staff,28,0,40,12
1650626769935,ECE 191,A00,084419,Silberman; Jack,17,0,25,8
1650626775980,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650626775980,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650626782042,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650626782042,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650626782042,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650626782042,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650626788108,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650626794136,ECE 45,A01,084418,Staff,28,0,40,12
1650626800170,ECE 191,A00,084419,Silberman; Jack,17,0,25,8
1650626806198,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650626806198,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650626812234,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650626812234,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650626812234,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650626812234,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650626818337,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650626824385,ECE 45,A01,084418,Staff,28,0,40,12
1650626830433,ECE 191,A00,084419,Silberman; Jack,17,0,25,8
1650626836468,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650626836468,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650626842514,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650626842514,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650626842514,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650626842514,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650626848585,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650626854636,ECE 45,A01,084418,Staff,28,0,40,12
1650626860691,ECE 191,A00,084419,Silberman; Jack,17,0,25,8
1650626866724,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650626866724,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650626872752,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650626872752,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650626872752,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650626872752,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650626878826,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650626884874,ECE 45,A01,084418,Staff,28,0,40,12
1650626890915,ECE 191,A00,084419,Silberman; Jack,17,0,25,8
1650626896958,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650626896958,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650626902990,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650626902990,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650626902990,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650626902990,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650626909078,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650626915111,ECE 45,A01,084418,Staff,28,0,40,12
1650626921150,ECE 191,A00,084419,Silberman; Jack,17,0,25,8
1650626927177,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650626927177,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650626933209,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650626933209,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650626933209,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650626933209,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650626939295,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650626945334,ECE 45,A01,084418,Staff,28,0,40,12
1650626951366,ECE 191,A00,084419,Silberman; Jack,17,0,25,8
1650626957423,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650626957423,ECE 197,002,092511,Sievenpiper; Daniel F.,9994,0,9999,5
1650626963487,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650626963487,MATH 197,002,093119,Tesler; Glenn,9998,0,9999,1
1650626963487,MATH 197,003,093121,Zhang; Ming,9998,0,9999,1
1650626963487,MATH 197,004,093157,Eldridge; Justin Matthew,9999,0,9999,0
1650626969576,COGS 197,001,092973,Mattar; Marcelo G,9998,0,9999,1
1650626975607,ECE 45,A01,084418,Staff,28,0,40,12
1650626981641,ECE 191,A00,084419,Silberman; Jack,17,0,25,8
