time,subj_course_id,sec_code,sec_id,prof,available,waitlist,total,enrolled_ct
1650182835140,ECE 45,A01,084418,Staff,30,0,40,10
1650182841164,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650182847188,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650182847188,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650182853212,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650182859272,ECE 45,A01,084418,Staff,30,0,40,10
1650182865295,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650182871320,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650182871320,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650182877345,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650182883393,ECE 45,A01,084418,Staff,30,0,40,10
1650182889419,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650182895442,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650182895442,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650182901463,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650182907514,ECE 45,A01,084418,Staff,30,0,40,10
1650182913538,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650182919601,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650182919601,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650182925627,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650182931679,ECE 45,A01,084418,Staff,30,0,40,10
1650182937703,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650182943726,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650182943726,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650182949752,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650182955812,ECE 45,A01,084418,Staff,30,0,40,10
1650182961838,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650182967873,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650182967873,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
1650182973902,MATH 197,001,092329,McAuley; Julian John,9998,0,9999,1
1650182979952,ECE 45,A01,084418,Staff,30,0,40,10
1650182985976,ECE 191,A00,084419,Silberman; Jack,21,0,25,4
1650182991999,ECE 197,001,091968,Gilja; Vikash,9998,0,9999,1
1650182991999,ECE 197,002,092511,Sievenpiper; Daniel F.,9998,0,9999,1
