time,available,waitlisted,total,normalized_available,normalized_waitlisted
2022-02-12T07:07:14,196,0,196,1.0,0.0
2022-02-12T07:15:28,196,0,196,1.0,0.0
2022-02-12T07:23:35,196,0,196,1.0,0.0
2022-02-12T07:31:43,196,0,196,1.0,0.0
2022-02-12T07:39:51,196,0,196,1.0,0.0
2022-02-12T07:47:58,196,0,196,1.0,0.0
2022-02-12T07:56:06,196,0,196,1.0,0.0
2022-02-12T08:04:14,196,0,196,1.0,0.0
2022-02-12T08:12:21,196,0,196,1.0,0.0
2022-02-12T08:20:29,196,0,196,1.0,0.0
2022-02-12T08:28:36,196,0,196,1.0,0.0
2022-02-12T08:36:43,196,0,196,1.0,0.0
2022-02-12T08:44:59,196,0,196,1.0,0.0
2022-02-12T08:53:06,196,0,196,1.0,0.0
2022-02-12T09:01:14,196,0,196,1.0,0.0
2022-02-12T09:09:21,196,0,196,1.0,0.0
2022-02-12T09:17:28,196,0,196,1.0,0.0
2022-02-12T09:25:36,196,0,196,1.0,0.0
2022-02-12T09:33:43,196,0,196,1.0,0.0
2022-02-12T09:41:51,196,0,196,1.0,0.0
2022-02-12T09:49:58,196,0,196,1.0,0.0
2022-02-12T09:58:06,195,0,196,0.9948979591836735,0.0
2022-02-12T10:06:13,193,0,196,0.9846938775510204,0.0
2022-02-12T10:14:21,193,0,196,0.9846938775510204,0.0
2022-02-12T10:22:28,192,0,196,0.9795918367346939,0.0
2022-02-12T10:30:44,192,0,196,0.9795918367346939,0.0
2022-02-12T10:38:51,188,0,196,0.9591836734693877,0.0
2022-02-12T10:46:59,188,0,196,0.9591836734693877,0.0
2022-02-12T10:55:06,187,0,196,0.9540816326530612,0.0
2022-02-12T11:03:14,187,0,196,0.9540816326530612,0.0
2022-02-12T11:11:22,186,0,196,0.9489795918367347,0.0
2022-02-12T11:19:29,186,0,196,0.9489795918367347,0.0
2022-02-12T11:27:37,186,0,196,0.9489795918367347,0.0
2022-02-12T11:35:44,186,0,196,0.9489795918367347,0.0
2022-02-12T11:43:52,186,0,196,0.9489795918367347,0.0
2022-02-12T11:52:08,185,0,196,0.9438775510204082,0.0
2022-02-12T12:00:16,185,0,196,0.9438775510204082,0.0
2022-02-12T12:08:23,185,0,196,0.9438775510204082,0.0
2022-02-12T12:16:31,184,0,196,0.9387755102040817,0.0
2022-02-12T12:24:38,184,0,196,0.9387755102040817,0.0
2022-02-12T12:32:46,184,0,196,0.9387755102040817,0.0
2022-02-12T12:40:53,184,0,196,0.9387755102040817,0.0
2022-02-12T12:49:07,184,0,196,0.9387755102040817,0.0
2022-02-12T12:57:15,184,0,196,0.9387755102040817,0.0
2022-02-12T13:05:22,184,0,196,0.9387755102040817,0.0
2022-02-12T13:13:30,184,0,196,0.9387755102040817,0.0
2022-02-12T13:21:37,184,0,196,0.9387755102040817,0.0
2022-02-12T13:29:45,184,0,196,0.9387755102040817,0.0
2022-02-12T13:37:52,184,0,196,0.9387755102040817,0.0
2022-02-12T13:45:59,183,0,196,0.9336734693877551,0.0
2022-02-12T13:54:07,183,0,196,0.9336734693877551,0.0
2022-02-12T14:02:14,183,0,196,0.9336734693877551,0.0
2022-02-12T14:10:22,183,0,196,0.9336734693877551,0.0
2022-02-12T14:18:29,183,0,196,0.9336734693877551,0.0
2022-02-12T14:26:47,182,0,196,0.9285714285714286,0.0
2022-02-12T14:34:55,182,0,196,0.9285714285714286,0.0
2022-02-12T14:43:02,182,0,196,0.9285714285714286,0.0
2022-02-12T14:51:10,182,0,196,0.9285714285714286,0.0
2022-02-12T14:59:17,182,0,196,0.9285714285714286,0.0
2022-02-12T15:07:25,182,0,196,0.9285714285714286,0.0
2022-02-12T15:15:33,182,0,196,0.9285714285714286,0.0
2022-02-12T15:23:40,182,0,196,0.9285714285714286,0.0
2022-02-12T15:31:49,182,0,196,0.9285714285714286,0.0
2022-02-12T15:39:57,181,0,196,0.923469387755102,0.0
2022-02-12T15:48:12,180,0,196,0.9183673469387755,0.0
2022-02-12T15:56:19,180,0,196,0.9183673469387755,0.0
2022-02-12T16:04:26,179,0,196,0.9132653061224489,0.0
2022-02-12T16:12:34,178,0,196,0.9081632653061225,0.0
2022-02-12T16:20:42,178,0,196,0.9081632653061225,0.0
2022-02-12T16:28:49,177,0,196,0.9030612244897959,0.0
2022-02-12T16:36:57,177,0,196,0.9030612244897959,0.0
2022-02-12T16:45:04,176,0,196,0.8979591836734694,0.0
2022-02-12T16:53:11,174,0,196,0.8877551020408163,0.0
2022-02-12T17:01:19,174,0,196,0.8877551020408163,0.0
2022-02-12T17:09:36,174,0,196,0.8877551020408163,0.0
2022-02-12T17:17:43,174,0,196,0.8877551020408163,0.0
2022-02-12T17:25:51,174,0,196,0.8877551020408163,0.0
2022-02-12T17:33:58,174,0,196,0.8877551020408163,0.0
2022-02-12T17:42:06,174,0,196,0.8877551020408163,0.0
2022-02-12T17:50:13,174,0,196,0.8877551020408163,0.0
2022-02-12T17:58:21,173,0,196,0.8826530612244898,0.0
2022-02-12T18:06:28,171,0,196,0.8724489795918368,0.0
2022-02-12T18:14:43,170,0,196,0.8673469387755102,0.0
2022-02-12T18:22:50,170,0,196,0.8673469387755102,0.0
2022-02-12T18:30:58,170,0,196,0.8673469387755102,0.0
2022-02-12T18:39:05,170,0,196,0.8673469387755102,0.0
2022-02-12T18:47:12,170,0,196,0.8673469387755102,0.0
2022-02-12T18:55:20,170,0,196,0.8673469387755102,0.0
2022-02-12T19:03:28,169,0,196,0.8622448979591837,0.0
2022-02-12T19:11:35,169,0,196,0.8622448979591837,0.0
2022-02-12T19:19:42,169,0,196,0.8622448979591837,0.0
2022-02-12T19:27:50,168,0,196,0.8571428571428571,0.0
2022-02-12T19:35:58,168,0,196,0.8571428571428571,0.0
2022-02-12T19:44:13,168,0,196,0.8571428571428571,0.0
2022-02-12T19:52:20,166,0,196,0.8469387755102041,0.0
2022-02-12T20:00:28,165,0,196,0.8418367346938775,0.0
2022-02-12T20:08:35,165,0,196,0.8418367346938775,0.0
2022-02-12T20:16:43,164,0,196,0.8367346938775511,0.0
2022-02-12T20:24:50,162,0,196,0.826530612244898,0.0
2022-02-12T20:32:58,161,0,196,0.8214285714285714,0.0
2022-02-12T20:41:05,160,0,196,0.8163265306122449,0.0
2022-02-12T20:49:13,160,0,196,0.8163265306122449,0.0
2022-02-12T20:57:20,158,0,196,0.8061224489795918,0.0
2022-02-12T21:05:28,158,0,196,0.8061224489795918,0.0
2022-02-12T21:13:35,157,0,196,0.8010204081632653,0.0
2022-02-12T21:21:52,157,0,196,0.8010204081632653,0.0
2022-02-12T21:29:59,157,0,196,0.8010204081632653,0.0
2022-02-12T21:38:06,157,0,196,0.8010204081632653,0.0
2022-02-12T21:46:14,157,0,196,0.8010204081632653,0.0
2022-02-12T21:54:21,156,0,196,0.7959183673469388,0.0
2022-02-12T22:02:29,154,0,196,0.7857142857142857,0.0
2022-02-12T22:10:36,154,0,196,0.7857142857142857,0.0
2022-02-12T22:18:43,154,0,196,0.7857142857142857,0.0
2022-02-12T22:26:51,154,0,196,0.7857142857142857,0.0
2022-02-12T22:34:58,153,0,196,0.7806122448979592,0.0
2022-02-12T22:43:06,153,0,196,0.7806122448979592,0.0
2022-02-12T22:51:13,153,0,196,0.7806122448979592,0.0
2022-02-12T22:59:31,153,0,196,0.7806122448979592,0.0
2022-02-12T23:07:39,153,0,196,0.7806122448979592,0.0
2022-02-12T23:15:46,153,0,196,0.7806122448979592,0.0
2022-02-12T23:23:54,152,0,196,0.7755102040816326,0.0
2022-02-12T23:32:01,152,0,196,0.7755102040816326,0.0
2022-02-12T23:40:09,151,0,196,0.7704081632653061,0.0
2022-02-13T00:40:41,149,0,196,0.7602040816326531,0.0
2022-02-13T00:48:49,149,0,196,0.7602040816326531,0.0
2022-02-13T00:56:56,149,0,196,0.7602040816326531,0.0
2022-02-13T01:05:04,149,0,196,0.7602040816326531,0.0
2022-02-13T01:13:12,149,0,196,0.7602040816326531,0.0
2022-02-13T01:21:27,149,0,196,0.7602040816326531,0.0
2022-02-13T01:29:34,149,0,196,0.7602040816326531,0.0
2022-02-13T01:37:42,149,0,196,0.7602040816326531,0.0
2022-02-13T01:45:49,149,0,196,0.7602040816326531,0.0
2022-02-13T01:53:57,149,0,196,0.7602040816326531,0.0
2022-02-13T02:02:04,149,0,196,0.7602040816326531,0.0
2022-02-13T02:10:11,149,0,196,0.7602040816326531,0.0
2022-02-13T02:18:19,149,0,196,0.7602040816326531,0.0
2022-02-13T02:26:27,149,0,196,0.7602040816326531,0.0
2022-02-13T02:34:35,149,0,196,0.7602040816326531,0.0
2022-02-13T02:42:43,148,0,196,0.7551020408163265,0.0
2022-02-13T02:50:51,148,0,196,0.7551020408163265,0.0
2022-02-13T02:59:00,148,0,196,0.7551020408163265,0.0
2022-02-13T03:07:08,148,0,196,0.7551020408163265,0.0
2022-02-13T03:15:16,148,0,196,0.7551020408163265,0.0
2022-02-13T03:23:24,148,0,196,0.7551020408163265,0.0
2022-02-13T03:31:31,147,0,196,0.75,0.0
2022-02-13T03:39:39,147,0,196,0.75,0.0
2022-02-13T03:47:47,147,0,196,0.75,0.0
2022-02-13T03:55:55,147,0,196,0.75,0.0
2022-02-13T04:04:02,147,0,196,0.75,0.0
2022-02-13T04:24:15,147,0,196,0.75,0.0
2022-02-13T04:33:47,147,0,196,0.75,0.0
2022-02-13T04:41:55,147,0,196,0.75,0.0
2022-02-13T04:50:03,147,0,196,0.75,0.0
2022-02-13T04:58:12,147,0,196,0.75,0.0
2022-02-13T05:06:20,147,0,196,0.75,0.0
2022-02-13T05:14:28,147,0,196,0.75,0.0
2022-02-13T05:22:36,147,0,196,0.75,0.0
2022-02-13T05:30:44,147,0,196,0.75,0.0
2022-02-13T05:38:52,147,0,196,0.75,0.0
2022-02-13T05:47:00,147,0,196,0.75,0.0
2022-02-13T05:55:08,147,0,196,0.75,0.0
2022-02-13T06:03:15,147,0,196,0.75,0.0
2022-02-13T06:11:23,147,0,196,0.75,0.0
2022-02-13T06:19:31,147,0,196,0.75,0.0
2022-02-13T06:27:39,147,0,196,0.75,0.0
2022-02-13T06:35:47,147,0,196,0.75,0.0
2022-02-13T06:43:55,147,0,196,0.75,0.0
2022-02-13T06:52:02,147,0,196,0.75,0.0
2022-02-13T07:00:10,147,0,196,0.75,0.0
2022-02-13T07:08:17,147,0,196,0.75,0.0
2022-02-13T07:16:25,147,0,196,0.75,0.0
2022-02-13T07:24:32,147,0,196,0.75,0.0
2022-02-13T07:32:40,147,0,196,0.75,0.0
2022-02-13T07:40:47,147,0,196,0.75,0.0
2022-02-13T07:48:55,147,0,196,0.75,0.0
2022-02-13T07:57:02,147,0,196,0.75,0.0
2022-02-13T08:05:10,147,0,196,0.75,0.0
2022-02-13T08:13:17,147,0,196,0.75,0.0
2022-02-13T08:21:25,147,0,196,0.75,0.0
2022-02-13T08:29:32,147,0,196,0.75,0.0
2022-02-13T08:37:41,147,0,196,0.75,0.0
2022-02-13T08:45:48,147,0,196,0.75,0.0
