time,available,waitlisted,total,normalized
2022-02-12T07:06:01,275,0,275,1.0
2022-02-12T07:14:15,275,0,275,1.0
2022-02-12T07:22:23,275,0,275,1.0
2022-02-12T07:30:30,275,0,275,1.0
2022-02-12T07:38:38,275,0,275,1.0
2022-02-12T07:46:45,275,0,275,1.0
2022-02-12T07:54:53,275,0,275,1.0
2022-02-12T08:03:01,275,0,275,1.0
2022-02-12T08:11:09,275,0,275,1.0
2022-02-12T08:19:16,275,0,275,1.0
2022-02-12T08:27:23,275,0,275,1.0
2022-02-12T08:35:31,275,0,275,1.0
2022-02-12T08:43:46,275,0,275,1.0
2022-02-12T08:51:54,275,0,275,1.0
2022-02-12T09:00:01,275,0,275,1.0
2022-02-12T09:08:09,275,0,275,1.0
2022-02-12T09:16:16,275,0,275,1.0
2022-02-12T09:24:23,275,0,275,1.0
2022-02-12T09:32:31,275,0,275,1.0
2022-02-12T09:40:38,275,0,275,1.0
2022-02-12T09:48:46,275,0,275,1.0
2022-02-12T09:56:53,275,0,275,1.0
2022-02-12T10:05:01,275,0,275,1.0
2022-02-12T10:13:08,275,0,275,1.0
2022-02-12T10:21:16,275,0,275,1.0
2022-02-12T10:29:31,275,0,275,1.0
2022-02-12T10:37:39,275,0,275,1.0
2022-02-12T10:45:46,275,0,275,1.0
2022-02-12T10:53:54,275,0,275,1.0
2022-02-12T11:02:01,275,0,275,1.0
2022-02-12T11:10:09,275,0,275,1.0
2022-02-12T11:18:16,275,0,275,1.0
2022-02-12T11:26:24,274,0,275,0.9963636363636363
2022-02-12T11:34:32,274,0,275,0.9963636363636363
2022-02-12T11:42:39,274,0,275,0.9963636363636363
2022-02-12T11:50:56,274,0,275,0.9963636363636363
2022-02-12T11:59:03,274,0,275,0.9963636363636363
2022-02-12T12:07:10,274,0,275,0.9963636363636363
2022-02-12T12:15:18,274,0,275,0.9963636363636363
2022-02-12T12:23:25,274,0,275,0.9963636363636363
2022-02-12T12:31:33,274,0,275,0.9963636363636363
2022-02-12T12:39:40,274,0,275,0.9963636363636363
2022-02-12T12:47:55,273,0,275,0.9927272727272727
2022-02-12T12:56:02,273,0,275,0.9927272727272727
2022-02-12T13:04:10,273,0,275,0.9927272727272727
2022-02-12T13:12:17,273,0,275,0.9927272727272727
2022-02-12T13:20:25,273,0,275,0.9927272727272727
2022-02-12T13:28:32,273,0,275,0.9927272727272727
2022-02-12T13:36:39,273,0,275,0.9927272727272727
2022-02-12T13:44:47,273,0,275,0.9927272727272727
2022-02-12T13:52:54,273,0,275,0.9927272727272727
2022-02-12T14:01:02,273,0,275,0.9927272727272727
2022-02-12T14:09:09,273,0,275,0.9927272727272727
2022-02-12T14:17:17,273,0,275,0.9927272727272727
2022-02-12T14:25:24,273,0,275,0.9927272727272727
2022-02-12T14:33:42,273,0,275,0.9927272727272727
2022-02-12T14:41:49,273,0,275,0.9927272727272727
2022-02-12T14:49:57,273,0,275,0.9927272727272727
2022-02-12T14:58:04,273,0,275,0.9927272727272727
2022-02-12T15:06:12,273,0,275,0.9927272727272727
2022-02-12T15:14:20,273,0,275,0.9927272727272727
2022-02-12T15:22:28,273,0,275,0.9927272727272727
2022-02-12T15:30:36,273,0,275,0.9927272727272727
2022-02-12T15:38:44,272,0,275,0.9890909090909091
2022-02-12T15:46:59,272,0,275,0.9890909090909091
2022-02-12T15:55:06,272,0,275,0.9890909090909091
2022-02-12T16:03:14,272,0,275,0.9890909090909091
2022-02-12T16:11:21,272,0,275,0.9890909090909091
2022-02-12T16:19:29,272,0,275,0.9890909090909091
2022-02-12T16:27:37,272,0,275,0.9890909090909091
2022-02-12T16:35:44,272,0,275,0.9890909090909091
2022-02-12T16:43:51,272,0,275,0.9890909090909091
2022-02-12T16:51:59,272,0,275,0.9890909090909091
2022-02-12T17:00:06,271,0,275,0.9854545454545455
2022-02-12T17:08:23,271,0,275,0.9854545454545455
2022-02-12T17:16:31,271,0,275,0.9854545454545455
2022-02-12T17:24:38,271,0,275,0.9854545454545455
2022-02-12T17:32:46,271,0,275,0.9854545454545455
2022-02-12T17:40:53,271,0,275,0.9854545454545455
2022-02-12T17:49:01,271,0,275,0.9854545454545455
2022-02-12T17:57:08,271,0,275,0.9854545454545455
2022-02-12T18:05:15,271,0,275,0.9854545454545455
2022-02-12T18:13:23,271,0,275,0.9854545454545455
2022-02-12T18:21:37,271,0,275,0.9854545454545455
2022-02-12T18:29:45,271,0,275,0.9854545454545455
2022-02-12T18:37:52,271,0,275,0.9854545454545455
2022-02-12T18:46:00,271,0,275,0.9854545454545455
2022-02-12T18:54:07,271,0,275,0.9854545454545455
2022-02-12T19:02:15,271,0,275,0.9854545454545455
2022-02-12T19:10:22,271,0,275,0.9854545454545455
2022-02-12T19:18:30,272,0,275,0.9890909090909091
2022-02-12T19:26:37,272,0,275,0.9890909090909091
2022-02-12T19:34:45,272,0,275,0.9890909090909091
2022-02-12T19:43:00,272,0,275,0.9890909090909091
2022-02-12T19:51:08,272,0,275,0.9890909090909091
2022-02-12T19:59:15,272,0,275,0.9890909090909091
2022-02-12T20:07:23,272,0,275,0.9890909090909091
2022-02-12T20:15:30,272,0,275,0.9890909090909091
2022-02-12T20:23:37,272,0,275,0.9890909090909091
2022-02-12T20:31:45,271,0,275,0.9854545454545455
2022-02-12T20:39:52,271,0,275,0.9854545454545455
2022-02-12T20:48:00,271,0,275,0.9854545454545455
2022-02-12T20:56:07,271,0,275,0.9854545454545455
2022-02-12T21:04:15,271,0,275,0.9854545454545455
2022-02-12T21:12:23,271,0,275,0.9854545454545455
2022-02-12T21:20:39,271,0,275,0.9854545454545455
2022-02-12T21:28:46,271,0,275,0.9854545454545455
2022-02-12T21:36:54,271,0,275,0.9854545454545455
2022-02-12T21:45:01,271,0,275,0.9854545454545455
2022-02-12T21:53:09,271,0,275,0.9854545454545455
2022-02-12T22:01:16,271,0,275,0.9854545454545455
2022-02-12T22:09:23,271,0,275,0.9854545454545455
2022-02-12T22:17:31,270,0,275,0.9818181818181818
2022-02-12T22:25:38,270,0,275,0.9818181818181818
2022-02-12T22:33:46,270,0,275,0.9818181818181818
2022-02-12T22:41:53,270,0,275,0.9818181818181818
2022-02-12T22:50:01,270,0,275,0.9818181818181818
2022-02-12T22:58:19,270,0,275,0.9818181818181818
2022-02-12T23:06:26,270,0,275,0.9818181818181818
2022-02-12T23:14:34,270,0,275,0.9818181818181818
2022-02-12T23:22:41,270,0,275,0.9818181818181818
2022-02-12T23:30:49,270,0,275,0.9818181818181818
2022-02-12T23:38:56,270,0,275,0.9818181818181818
2022-02-13T00:39:29,270,0,275,0.9818181818181818
2022-02-13T00:47:36,270,0,275,0.9818181818181818
2022-02-13T00:55:44,270,0,275,0.9818181818181818
2022-02-13T01:03:51,270,0,275,0.9818181818181818
2022-02-13T01:11:59,270,0,275,0.9818181818181818
2022-02-13T01:20:14,270,0,275,0.9818181818181818
2022-02-13T01:28:22,270,0,275,0.9818181818181818
2022-02-13T01:36:29,270,0,275,0.9818181818181818
2022-02-13T01:44:37,270,0,275,0.9818181818181818
2022-02-13T01:52:44,270,0,275,0.9818181818181818
2022-02-13T02:00:51,270,0,275,0.9818181818181818
2022-02-13T02:08:59,270,0,275,0.9818181818181818
2022-02-13T02:17:06,270,0,275,0.9818181818181818
2022-02-13T02:25:14,270,0,275,0.9818181818181818
2022-02-13T02:33:23,270,0,275,0.9818181818181818
2022-02-13T02:41:31,270,0,275,0.9818181818181818
2022-02-13T02:49:39,270,0,275,0.9818181818181818
2022-02-13T02:57:47,270,0,275,0.9818181818181818
2022-02-13T03:05:55,270,0,275,0.9818181818181818
2022-02-13T03:14:03,270,0,275,0.9818181818181818
2022-02-13T03:22:11,270,0,275,0.9818181818181818
2022-02-13T03:30:19,270,0,275,0.9818181818181818
2022-02-13T03:38:26,270,0,275,0.9818181818181818
2022-02-13T03:46:34,270,0,275,0.9818181818181818
2022-02-13T03:54:42,270,0,275,0.9818181818181818
2022-02-13T04:02:50,270,0,275,0.9818181818181818
2022-02-13T04:23:02,270,0,275,0.9818181818181818
2022-02-13T04:32:35,270,0,275,0.9818181818181818
2022-02-13T04:40:43,270,0,275,0.9818181818181818
2022-02-13T04:48:51,270,0,275,0.9818181818181818
2022-02-13T04:56:59,270,0,275,0.9818181818181818
2022-02-13T05:05:07,270,0,275,0.9818181818181818
2022-02-13T05:13:15,270,0,275,0.9818181818181818
2022-02-13T05:21:23,270,0,275,0.9818181818181818
2022-02-13T05:29:31,270,0,275,0.9818181818181818
2022-02-13T05:37:39,270,0,275,0.9818181818181818
2022-02-13T05:45:47,270,0,275,0.9818181818181818
2022-02-13T05:53:55,270,0,275,0.9818181818181818
2022-02-13T06:02:03,270,0,275,0.9818181818181818
2022-02-13T06:10:11,270,0,275,0.9818181818181818
2022-02-13T06:18:18,270,0,275,0.9818181818181818
2022-02-13T06:26:26,270,0,275,0.9818181818181818
2022-02-13T06:34:34,270,0,275,0.9818181818181818
2022-02-13T06:42:42,270,0,275,0.9818181818181818
2022-02-13T06:50:50,270,0,275,0.9818181818181818
2022-02-13T06:58:57,270,0,275,0.9818181818181818
2022-02-13T07:07:05,270,0,275,0.9818181818181818
2022-02-13T07:15:12,270,0,275,0.9818181818181818
2022-02-13T07:23:20,270,0,275,0.9818181818181818
2022-02-13T07:31:27,270,0,275,0.9818181818181818
2022-02-13T07:39:35,270,0,275,0.9818181818181818
2022-02-13T07:47:42,270,0,275,0.9818181818181818
2022-02-13T07:55:50,270,0,275,0.9818181818181818
2022-02-13T08:03:57,270,0,275,0.9818181818181818
2022-02-13T08:12:04,270,0,275,0.9818181818181818
2022-02-13T08:20:12,270,0,275,0.9818181818181818
2022-02-13T08:28:20,270,0,275,0.9818181818181818
